project_id,week_start,num_deliveries,num_unique_deliveries,num_sov_lines,num_material_categories,num_vendors,total_quantity,avg_unit_cost,total_material_cost,first_delivery_date,last_delivery_date
PRJ-2018-002,2018-10-01,1,1,1,1,1,2.0,134963.08,269926.16,2018-10-04,2018-10-04
PRJ-2018-002,2018-10-15,4,4,4,4,4,1150.0,807.48,627744.8999999999,2018-10-15,2018-10-21
PRJ-2018-002,2018-10-22,1,1,1,1,1,325.0,105.48,34280.19,2018-10-27,2018-10-27
PRJ-2018-002,2018-10-29,2,2,2,1,2,3.0,363892.83,965498.29,2018-10-30,2018-11-02
PRJ-2018-002,2018-11-12,2,2,2,2,2,53.0,22777.03,957969.96,2018-11-12,2018-11-12
PRJ-2018-002,2018-12-03,2,2,2,2,2,33.0,34699.89,252141.64,2018-12-06,2018-12-09
PRJ-2018-002,2018-12-10,1,1,1,1,1,942.0,134.19,126403.77,2018-12-13,2018-12-13
PRJ-2018-002,2018-12-17,1,1,1,1,1,29.0,1422.53,41253.43,2018-12-17,2018-12-17
PRJ-2018-002,2018-12-24,2,2,1,1,2,28.0,47057.61,549486.56,2018-12-27,2018-12-30
PRJ-2018-002,2018-12-31,1,1,1,1,1,40.0,2783.7,111348.2,2019-01-03,2019-01-03
PRJ-2018-002,2019-01-07,1,1,1,1,1,31.0,2209.45,68493.05,2019-01-08,2019-01-08
PRJ-2018-002,2019-01-14,2,2,2,2,2,62.0,1408.44,73588.95,2019-01-14,2019-01-18
PRJ-2018-002,2019-01-28,1,1,1,1,1,23.0,4631.72,106529.45,2019-02-03,2019-02-03
PRJ-2018-002,2019-02-04,1,1,1,1,1,68.0,1018.47,69255.76,2019-02-04,2019-02-04
PRJ-2018-002,2019-02-25,1,1,1,1,1,50.0,3050.14,152507.12,2019-03-02,2019-03-02
PRJ-2018-002,2019-03-11,2,2,2,2,2,466.0,1042.845,187429.52,2019-03-14,2019-03-17
PRJ-2018-002,2019-03-18,1,1,1,1,1,29.0,127.24,3690.1,2019-03-20,2019-03-20
PRJ-2018-002,2019-03-25,1,1,1,1,1,25.0,1697.04,42425.97,2019-03-27,2019-03-27
PRJ-2018-002,2019-04-22,1,1,1,1,1,31.0,492.94,15281.15,2019-04-27,2019-04-27
PRJ-2018-002,2019-05-06,2,2,1,2,2,84.0,1015.78,80630.48000000001,2019-05-10,2019-05-12
PRJ-2018-002,2019-05-13,1,1,1,1,1,40.0,3653.36,146134.53,2019-05-13,2019-05-13
PRJ-2018-003,2018-02-05,1,1,1,1,1,385.0,99.14,38167.64,2018-02-07,2018-02-07
PRJ-2018-003,2018-02-12,2,2,2,1,2,556.0,462.89,137773.66,2018-02-15,2018-02-17
PRJ-2018-003,2018-02-19,1,1,1,1,1,353.0,54.95,19395.98,2018-02-22,2018-02-22
PRJ-2018-003,2018-03-05,1,1,1,1,1,53.0,1487.25,78824.21,2018-03-08,2018-03-08
PRJ-2018-003,2018-03-26,1,1,1,1,1,20.0,1310.52,26210.49,2018-04-01,2018-04-01
PRJ-2018-003,2018-04-02,2,2,2,2,2,23.0,19840.42,241343.09,2018-04-02,2018-04-03
PRJ-2018-003,2018-04-23,1,1,1,1,1,484.0,761.74,368679.91,2018-04-24,2018-04-24
PRJ-2018-003,2018-05-14,2,2,2,2,2,1062.0,267.57,212658.3,2018-05-19,2018-05-20
PRJ-2018-003,2018-06-04,4,4,4,2,3,1315.0,498.1,494110.89,2018-06-04,2018-06-08
PRJ-2018-003,2018-06-11,1,1,1,1,1,1.0,55512.04,55512.04,2018-06-16,2018-06-16
PRJ-2018-003,2018-06-18,1,1,1,1,1,272.0,1198.18,325903.85,2018-06-23,2018-06-23
PRJ-2018-003,2018-06-25,1,1,1,1,1,17.0,1513.95,25737.13,2018-07-01,2018-07-01
PRJ-2018-003,2018-07-02,1,1,1,1,1,1.0,627221.06,627221.06,2018-07-04,2018-07-04
PRJ-2018-003,2018-07-09,1,1,1,1,1,75.0,1894.89,142116.73,2018-07-12,2018-07-12
PRJ-2018-003,2018-07-16,1,1,1,1,1,3.0,33806.42,101419.27,2018-07-19,2018-07-19
PRJ-2018-003,2018-08-06,1,1,1,1,1,6.0,27447.06,164682.37,2018-08-12,2018-08-12
PRJ-2018-003,2018-08-13,1,1,1,1,1,971.0,72.44,70337.64,2018-08-16,2018-08-16
PRJ-2018-003,2018-08-20,1,1,1,1,1,44.0,483.99,21295.47,2018-08-25,2018-08-25
PRJ-2018-003,2018-08-27,2,2,2,2,2,320.0,617.39,56748.53,2018-08-27,2018-08-30
PRJ-2018-003,2018-09-03,2,2,2,2,2,51.0,4617.33,136569.16999999998,2018-09-05,2018-09-09
PRJ-2018-003,2018-09-10,1,1,1,1,1,64.0,236.17,15114.84,2018-09-16,2018-09-16
PRJ-2018-003,2018-09-17,5,5,4,5,3,596.0,6128.929999999999,258329.15,2018-09-18,2018-09-23
PRJ-2018-003,2018-09-24,1,1,1,1,1,2.0,89622.95,179245.9,2018-09-26,2018-09-26
PRJ-2018-003,2018-10-01,1,1,1,1,1,43.0,35.35,1520.19,2018-10-04,2018-10-04
PRJ-2018-003,2018-10-08,2,2,2,2,2,312.0,800.47,276063.13,2018-10-08,2018-10-10
PRJ-2018-003,2018-10-29,2,2,2,1,2,49.0,4856.03,221538.27000000002,2018-11-01,2018-11-03
PRJ-2018-003,2018-11-05,1,1,1,1,1,3.0,87082.49,261247.48,2018-11-10,2018-11-10
PRJ-2018-003,2018-11-26,2,2,2,2,2,49.0,1391.12,99439.64,2018-11-28,2018-12-02
PRJ-2018-003,2018-12-03,1,1,1,1,1,2.0,75069.04,150138.09,2018-12-06,2018-12-06
PRJ-2018-003,2018-12-10,2,2,1,1,2,35.0,642.84,24325.059999999998,2018-12-14,2018-12-14
PRJ-2018-003,2018-12-24,2,2,2,2,2,311.0,1433.45,161146.8,2018-12-27,2018-12-27
PRJ-2018-003,2019-01-07,2,2,2,2,2,807.0,82.755,65360.299999999996,2019-01-09,2019-01-09
PRJ-2018-003,2019-01-28,1,1,1,1,1,34.0,2067.74,70303.08,2019-01-31,2019-01-31
PRJ-2018-004,2018-04-09,2,2,2,1,1,50.0,2672.38,133618.9,2018-04-09,2018-04-09
PRJ-2018-004,2018-06-04,2,2,2,2,2,121.0,4141.125,240652.92,2018-06-05,2018-06-08
PRJ-2018-004,2018-06-11,4,4,4,3,2,175.0,144515.3225,675028.04,2018-06-11,2018-06-16
PRJ-2018-004,2018-06-18,1,1,1,1,1,110.0,327.96,36075.51,2018-06-22,2018-06-22
PRJ-2018-004,2018-06-25,2,2,2,1,1,590.0,67.03,39548.56,2018-06-26,2018-06-26
PRJ-2018-004,2018-07-02,1,1,1,1,1,18.0,13014.97,234269.5,2018-07-07,2018-07-07
PRJ-2018-004,2018-07-09,1,1,1,1,1,2.0,52055.81,104111.62,2018-07-10,2018-07-10
PRJ-2018-004,2018-07-16,1,1,1,1,1,83.0,728.94,60501.99,2018-07-19,2018-07-19
PRJ-2018-004,2018-07-30,2,2,2,2,2,529.0,6095.085,542000.84,2018-08-04,2018-08-04
PRJ-2018-004,2018-08-06,1,1,1,1,1,1.0,90101.12,90101.12,2018-08-08,2018-08-08
PRJ-2018-004,2018-08-13,1,1,1,1,1,458.0,88.21,40401.56,2018-08-18,2018-08-18
PRJ-2018-004,2018-08-20,2,2,1,2,2,656.0,127.09,75004.3,2018-08-20,2018-08-25
PRJ-2018-004,2018-08-27,2,2,1,2,2,755.0,91.175,73743.75,2018-08-28,2018-08-30
PRJ-2018-004,2018-09-10,2,2,2,2,2,100.0,13209.949999999999,128296.37999999999,2018-09-15,2018-09-16
PRJ-2018-004,2018-09-17,2,2,2,2,2,39.0,6550.035,136056.4,2018-09-22,2018-09-22
PRJ-2018-004,2018-09-24,1,1,1,1,1,2.0,136214.73,272429.46,2018-09-27,2018-09-27
PRJ-2018-004,2018-10-01,1,1,1,1,1,106.0,381.35,40423.22,2018-10-07,2018-10-07
PRJ-2018-004,2018-10-15,1,1,1,1,1,2.0,268812.13,537624.26,2018-10-20,2018-10-20
PRJ-2018-004,2018-10-22,1,1,1,1,1,28.0,1253.68,35103.09,2018-10-22,2018-10-22
PRJ-2018-004,2018-10-29,3,3,3,3,3,510.0,461.0066666666666,88957.36000000002,2018-10-31,2018-11-01
PRJ-2018-004,2018-11-05,2,2,2,2,1,1214.0,90.05499999999999,69226.85,2018-11-05,2018-11-05
PRJ-2018-004,2018-11-12,1,1,1,1,1,987.0,24.92,24594.48,2018-11-14,2018-11-14
PRJ-2018-004,2018-11-19,2,2,2,2,1,831.0,458.855,157926.41,2018-11-20,2018-11-24
PRJ-2018-004,2018-11-26,2,2,2,1,1,96.0,942.9,90518.22,2018-11-27,2018-11-27
PRJ-2018-004,2018-12-03,2,2,2,2,2,544.0,642.4449999999999,93151.37,2018-12-05,2018-12-09
PRJ-2018-004,2018-12-17,1,1,1,1,1,726.0,12.77,9267.96,2018-12-23,2018-12-23
PRJ-2018-004,2019-01-14,2,2,2,1,2,64.0,951.695,78706.54000000001,2019-01-15,2019-01-19
PRJ-2018-004,2019-01-21,1,1,1,1,1,13.0,11973.66,155657.57,2019-01-21,2019-01-21
PRJ-2018-004,2019-01-28,2,2,2,2,2,908.0,102.275,23199.52,2019-01-29,2019-01-29
PRJ-2018-004,2019-02-04,2,2,2,2,1,944.0,523.035,57194.67,2019-02-07,2019-02-09
PRJ-2018-004,2019-02-11,1,1,1,1,1,61.0,696.29,42473.66,2019-02-11,2019-02-11
PRJ-2018-004,2019-02-18,1,1,1,1,1,16.0,3900.72,62411.55,2019-02-18,2019-02-18
PRJ-2018-004,2019-03-18,1,1,1,1,1,16.0,2364.13,37826.09,2019-03-18,2019-03-18
PRJ-2018-004,2019-04-29,1,1,1,1,1,85.0,1392.28,118343.73,2019-05-01,2019-05-01
PRJ-2018-004,2019-05-06,1,1,1,1,1,33.0,815.21,26901.88,2019-05-07,2019-05-07
PRJ-2018-004,2019-05-27,1,1,1,1,1,11.0,1954.77,21502.45,2019-06-01,2019-06-01
PRJ-2018-005,2018-02-05,1,1,1,1,1,68.0,1049.1,71338.99,2018-02-11,2018-02-11
PRJ-2018-005,2018-02-12,1,1,1,1,1,105.0,1727.94,181434.18,2018-02-12,2018-02-12
PRJ-2018-005,2018-02-26,5,5,5,3,3,1645.0,320.956,392751.95999999996,2018-02-26,2018-03-02
PRJ-2018-005,2018-03-12,1,1,1,1,1,3.0,2179.44,6538.33,2018-03-13,2018-03-13
PRJ-2018-005,2018-03-19,1,1,1,1,1,1.0,49792.32,49792.32,2018-03-19,2018-03-19
PRJ-2018-005,2018-04-02,1,1,1,1,1,276.0,306.43,84574.09,2018-04-03,2018-04-03
PRJ-2018-005,2018-04-09,2,2,2,2,1,23.0,28316.82,156209.93,2018-04-13,2018-04-14
PRJ-2018-005,2018-04-16,1,1,1,1,1,436.0,11.33,4939.54,2018-04-21,2018-04-21
PRJ-2018-005,2018-04-23,3,3,2,2,3,968.0,35605.71666666667,517937.39,2018-04-23,2018-04-29
PRJ-2018-005,2018-04-30,3,3,3,3,3,63.0,22821.38666666667,315580.32999999996,2018-05-02,2018-05-05
PRJ-2018-005,2018-05-07,2,2,1,1,2,142.0,205.60999999999999,24800.42,2018-05-07,2018-05-07
PRJ-2018-005,2018-05-14,2,2,2,1,2,70.0,714.88,47255.45,2018-05-15,2018-05-16
PRJ-2018-005,2018-05-21,1,1,1,1,1,19.0,417.12,7925.19,2018-05-24,2018-05-24
PRJ-2018-005,2018-06-04,2,2,2,1,2,524.0,2177.97,119831.67000000001,2018-06-07,2018-06-07
PRJ-2018-005,2018-06-11,2,2,2,2,2,390.0,302.0,42464.88,2018-06-11,2018-06-16
PRJ-2018-005,2018-06-18,2,2,2,1,1,809.0,680.9399999999999,71879.5,2018-06-18,2018-06-19
PRJ-2018-005,2018-06-25,4,4,4,4,3,92.0,27177.015,384441.67000000004,2018-06-28,2018-07-01
PRJ-2018-005,2018-07-02,3,3,3,3,2,1680.0,253.65666666666667,159094.50999999998,2018-07-02,2018-07-08
PRJ-2018-005,2018-07-09,3,3,3,2,2,64.0,778.5433333333334,52316.46000000001,2018-07-12,2018-07-14
PRJ-2018-005,2018-07-16,4,4,3,3,3,2014.0,15054.6875,435418.96,2018-07-17,2018-07-21
PRJ-2018-005,2018-07-23,3,3,2,3,3,56.0,3231.5933333333337,130242.93999999999,2018-07-23,2018-07-28
PRJ-2018-005,2018-07-30,1,1,1,1,1,49.0,205.52,10070.52,2018-07-30,2018-07-30
PRJ-2018-005,2018-08-06,2,2,2,2,1,699.0,2479.64,51283.36,2018-08-06,2018-08-08
PRJ-2018-005,2018-09-03,2,2,2,2,2,44.0,691.0350000000001,31094.24,2018-09-07,2018-09-07
PRJ-2018-006,2018-03-05,1,1,1,1,1,325.0,387.66,125988.94,2018-03-11,2018-03-11
PRJ-2018-006,2018-03-12,1,1,1,1,1,119.0,767.68,91353.47,2018-03-15,2018-03-15
PRJ-2018-006,2018-03-19,1,1,1,1,1,435.0,100.16,43567.99,2018-03-23,2018-03-23
PRJ-2018-006,2018-04-09,1,1,1,1,1,372.0,49.35,18358.54,2018-04-12,2018-04-12
PRJ-2018-006,2018-04-16,2,2,2,1,2,844.0,133.515,112669.87,2018-04-18,2018-04-19
PRJ-2018-006,2018-05-21,2,2,2,2,2,644.0,500.58,269919.39,2018-05-26,2018-05-27
PRJ-2018-006,2018-06-04,1,1,1,1,1,618.0,117.64,72704.18,2018-06-07,2018-06-07
PRJ-2018-006,2018-06-11,1,1,1,1,1,9.0,4495.91,40463.2,2018-06-11,2018-06-11
PRJ-2018-006,2018-06-18,2,2,2,2,2,172.0,1327.725,154169.25,2018-06-24,2018-06-24
PRJ-2018-006,2018-06-25,1,1,1,1,1,277.0,125.0,34625.74,2018-06-27,2018-06-27
PRJ-2018-006,2018-07-02,1,1,1,1,1,28.0,13626.69,381547.44,2018-07-06,2018-07-06
PRJ-2018-006,2018-07-09,2,2,2,2,2,476.0,80481.145,181002.6,2018-07-13,2018-07-13
PRJ-2018-006,2018-07-23,1,1,1,1,1,30.0,1406.2,42186.13,2018-07-28,2018-07-28
PRJ-2018-006,2018-07-30,2,2,2,2,2,223.0,756.525,50566.700000000004,2018-07-30,2018-07-31
PRJ-2018-006,2018-08-27,1,1,1,1,1,51.0,1071.56,54649.72,2018-08-31,2018-08-31
PRJ-2018-006,2018-09-03,1,1,1,1,1,21.0,5638.55,118409.62,2018-09-07,2018-09-07
PRJ-2018-006,2018-09-17,2,2,2,2,2,560.0,17992.81,196074.7,2018-09-18,2018-09-22
PRJ-2018-006,2018-10-01,1,1,1,1,1,29.0,4716.53,136779.26,2018-10-04,2018-10-04
PRJ-2018-006,2018-10-08,2,2,2,2,2,62.0,1948.4699999999998,81934.37,2018-10-10,2018-10-11
PRJ-2018-006,2018-10-15,1,1,1,1,1,914.0,116.18,106186.58,2018-10-20,2018-10-20
PRJ-2018-006,2018-11-05,1,1,1,1,1,32.0,6943.81,222201.95,2018-11-07,2018-11-07
PRJ-2018-006,2018-11-26,1,1,1,1,1,23.0,12287.3,282607.87,2018-12-02,2018-12-02
PRJ-2018-006,2018-12-03,1,1,1,1,1,293.0,58.44,17124.36,2018-12-03,2018-12-03
PRJ-2018-006,2018-12-10,3,3,3,1,1,8.0,86303.59999999999,720887.69,2018-12-13,2018-12-15
PRJ-2018-006,2018-12-17,3,3,3,3,2,93.0,2050.2033333333334,189220.57,2018-12-17,2018-12-21
PRJ-2018-006,2018-12-31,1,1,1,1,1,240.0,112.5,27000.01,2019-01-02,2019-01-02
PRJ-2018-006,2019-01-07,1,1,1,1,1,9.0,8789.2,79102.76,2019-01-12,2019-01-12
PRJ-2018-006,2019-01-14,1,1,1,1,1,140.0,1552.59,217362.66,2019-01-16,2019-01-16
PRJ-2018-006,2019-01-21,1,1,1,1,1,20.0,1415.72,28314.47,2019-01-27,2019-01-27
PRJ-2018-006,2019-02-11,2,2,2,2,2,273.0,974.8299999999999,181361.95,2019-02-14,2019-02-15
PRJ-2018-006,2019-02-18,1,1,1,1,1,14.0,5997.28,83961.85,2019-02-20,2019-02-20
PRJ-2018-006,2019-02-25,2,2,2,2,1,30.0,3168.435,109444.21,2019-02-25,2019-02-26
PRJ-2018-006,2019-03-04,1,1,1,1,1,91.0,148.18,13484.72,2019-03-10,2019-03-10
PRJ-2018-006,2019-03-18,3,3,2,3,3,97.0,2412.6633333333334,203324.63,2019-03-18,2019-03-22
PRJ-2018-006,2019-05-13,1,1,1,1,1,127.0,16.01,2033.55,2019-05-14,2019-05-14
PRJ-2018-007,2018-04-09,1,1,1,1,1,79.0,2641.31,208663.2,2018-04-15,2018-04-15
PRJ-2018-007,2018-04-16,2,2,2,1,2,130.0,6263.905,192726.72,2018-04-17,2018-04-18
PRJ-2018-007,2018-04-23,1,1,1,1,1,300.0,107.25,32173.52,2018-04-27,2018-04-27
PRJ-2018-007,2018-04-30,2,2,2,1,2,493.0,267.62,132242.99,2018-05-01,2018-05-01
PRJ-2018-007,2018-05-07,1,1,1,1,1,35.0,2614.37,91503.03,2018-05-11,2018-05-11
PRJ-2018-007,2018-05-14,1,1,1,1,1,325.0,27.09,8805.33,2018-05-14,2018-05-14
PRJ-2018-007,2018-05-28,2,2,2,2,2,767.0,238.29500000000002,160394.36,2018-05-30,2018-06-01
PRJ-2018-007,2018-06-04,1,1,1,1,1,728.0,38.4,27957.76,2018-06-09,2018-06-09
PRJ-2018-007,2018-06-11,3,3,3,3,2,359.0,52123.60666666666,706499.98,2018-06-16,2018-06-17
PRJ-2018-007,2018-06-18,5,5,4,3,4,2326.0,1997.9740000000002,829819.32,2018-06-18,2018-06-24
PRJ-2018-007,2018-06-25,1,1,1,1,1,400.0,197.83,79133.22,2018-06-28,2018-06-28
PRJ-2018-007,2018-07-02,2,2,2,2,2,10.0,87032.315,588920.73,2018-07-03,2018-07-06
PRJ-2018-007,2018-07-09,2,2,2,2,2,408.0,13161.69,237524.81,2018-07-12,2018-07-14
PRJ-2018-007,2018-07-16,2,2,2,2,1,219.0,51925.950000000004,627893.0900000001,2018-07-16,2018-07-20
PRJ-2018-007,2018-07-23,2,2,2,1,1,172.0,2783.15,478701.66,2018-07-24,2018-07-24
PRJ-2018-007,2018-08-06,6,6,5,4,4,267.0,19236.20666666667,429955.65,2018-08-06,2018-08-11
PRJ-2018-007,2018-08-13,4,4,3,3,3,215.0,2293.2374999999997,357146.13,2018-08-14,2018-08-17
PRJ-2018-007,2018-08-20,2,2,2,2,2,620.0,67203.215,391240.43,2018-08-26,2018-08-26
PRJ-2018-007,2018-08-27,2,2,2,2,2,375.0,679.8599999999999,269476.2,2018-08-27,2018-08-29
PRJ-2018-007,2018-09-03,2,2,2,2,2,77.0,5025.395,140193.05,2018-09-05,2018-09-07
PRJ-2018-007,2018-09-17,1,1,1,1,1,982.0,11.52,11308.1,2018-09-21,2018-09-21
PRJ-2018-007,2018-09-24,3,3,2,2,3,808.0,46295.13333333333,405766.30000000005,2018-09-24,2018-09-30
PRJ-2018-007,2018-10-01,3,3,2,2,2,520.0,444.0866666666666,243480.90000000002,2018-10-01,2018-10-07
PRJ-2018-007,2018-10-08,4,4,2,2,2,630.0,635.6274999999999,205287.66999999998,2018-10-08,2018-10-12
PRJ-2018-007,2018-10-15,3,3,3,2,2,461.0,1020.6133333333333,549724.52,2018-10-18,2018-10-18
PRJ-2018-007,2018-10-22,1,1,1,1,1,484.0,140.72,68110.61,2018-10-26,2018-10-26
PRJ-2018-007,2018-11-12,1,1,1,1,1,7.0,946.11,6622.75,2018-11-15,2018-11-15
PRJ-2018-007,2018-11-19,1,1,1,1,1,46.0,2177.88,100182.61,2018-11-23,2018-11-23
PRJ-2018-007,2018-11-26,2,2,2,2,2,46.0,2771.7149999999997,110129.25,2018-11-30,2018-12-01
PRJ-2018-007,2018-12-03,2,2,2,1,1,138.0,1114.08,153743.22,2018-12-08,2018-12-08
PRJ-2018-007,2018-12-24,1,1,1,1,1,7.0,7090.78,49635.44,2018-12-24,2018-12-24
PRJ-2018-008,2018-03-12,2,2,1,1,2,890.0,91.25999999999999,80514.82,2018-03-14,2018-03-18
PRJ-2018-008,2018-04-09,1,1,1,1,1,361.0,42.23,15245.43,2018-04-13,2018-04-13
PRJ-2018-008,2018-05-14,1,1,1,1,1,291.0,159.04,46281.61,2018-05-19,2018-05-19
PRJ-2018-008,2018-06-11,1,1,1,1,1,144.0,880.13,126738.51,2018-06-11,2018-06-11
PRJ-2018-008,2018-06-25,1,1,1,1,1,175.0,419.86,73474.69,2018-06-30,2018-06-30
PRJ-2018-008,2018-07-02,2,2,2,2,2,327.0,4546.724999999999,182017.76,2018-07-05,2018-07-08
PRJ-2018-008,2018-07-09,1,1,1,1,1,45.0,1236.96,55663.39,2018-07-15,2018-07-15
PRJ-2018-008,2018-07-16,2,2,2,2,1,1160.0,63.550000000000004,105132.23000000001,2018-07-17,2018-07-19
PRJ-2018-008,2018-07-23,1,1,1,1,1,38.0,853.65,32438.73,2018-07-27,2018-07-27
PRJ-2018-008,2018-07-30,2,2,2,2,2,1327.0,6.81,7433.44,2018-07-30,2018-08-02
PRJ-2018-008,2018-08-13,1,1,1,1,1,1.0,133782.66,133782.66,2018-08-18,2018-08-18
PRJ-2018-008,2018-08-20,2,2,2,2,2,725.0,491.42,197508.07,2018-08-21,2018-08-26
PRJ-2018-008,2018-09-03,1,1,1,1,1,419.0,144.48,60536.4,2018-09-04,2018-09-04
PRJ-2018-008,2018-09-10,1,1,1,1,1,10.0,9146.52,91465.17,2018-09-10,2018-09-10
PRJ-2018-008,2018-11-05,1,1,1,1,1,4.0,2608.18,10432.72,2018-11-09,2018-11-09
PRJ-2018-008,2018-11-12,2,2,2,2,2,137.0,1618.57,67141.79000000001,2018-11-13,2018-11-14
PRJ-2018-008,2018-11-19,1,1,1,1,1,2.0,25040.94,50081.88,2018-11-21,2018-11-21
PRJ-2018-008,2018-11-26,1,1,1,1,1,28.0,2532.2,70901.66,2018-11-30,2018-11-30
PRJ-2018-008,2018-12-03,1,1,1,1,1,679.0,129.35,87829.28,2018-12-03,2018-12-03
