project_id,sov_line_id,num_logs,num_employees,num_roles,total_hours_st,total_hours_ot,total_effective_hours,avg_hourly_rate,avg_burden_multiplier,total_labor_cost,first_date,last_date,ot_share_of_raw_hours
PRJ-2018-001,PRJ-2018-001-SOV-14,44,44,10,340.0,14.0,361.0,58.35227272727273,1.394545454545455,29579.869999999995,2018-12-18,2019-02-11,0.03954802259887006
PRJ-2018-001,PRJ-2018-001-SOV-15,41,41,8,326.0,28.0,368.0,57.86585365853659,1.3934146341463418,29958.359999999986,2018-12-20,2019-02-11,0.07909604519774012
PRJ-2018-002,PRJ-2018-002-SOV-01,674,649,28,5342.0,300.0,5792.0,60.12982195845697,1.397789317507408,487383.1300000002,2018-01-12,2019-09-01,0.053172633817795106
PRJ-2018-002,PRJ-2018-002-SOV-02,231,229,17,1822.0,76.0,1936.0,58.02813852813853,1.3949783549783528,157451.93000000017,2018-01-12,2019-08-12,0.040042149631190724
PRJ-2018-002,PRJ-2018-002-SOV-03,346,341,22,2716.0,168.0,2968.0,59.76300578034682,1.398063583815029,250685.6700000003,2018-03-12,2019-08-27,0.05825242718446602
PRJ-2018-002,PRJ-2018-002-SOV-04,352,349,20,2786.0,156.0,3020.0,59.125,1.3969034090909087,250408.46000000028,2018-03-12,2019-09-02,0.05302515295717199
PRJ-2018-002,PRJ-2018-002-SOV-05,355,352,22,2818.0,190.0,3103.0,59.2,1.3968450704225348,258128.03000000023,2018-03-09,2019-08-02,0.06316489361702128
PRJ-2018-002,PRJ-2018-002-SOV-06,195,195,17,1552.0,84.0,1678.0,60.42051282051282,1.398871794871792,141908.67000000025,2018-06-29,2019-08-16,0.05134474327628362
PRJ-2018-002,PRJ-2018-002-SOV-07,203,201,19,1588.0,74.0,1699.0,58.51970443349754,1.3975862068965494,140099.59000000014,2018-06-28,2019-08-30,0.044524669073405534
PRJ-2018-002,PRJ-2018-002-SOV-08,190,188,15,1496.0,106.0,1655.0,60.294736842105266,1.3984210526315761,139252.61000000013,2018-06-28,2019-08-22,0.066167290886392
PRJ-2018-002,PRJ-2018-002-SOV-09,375,368,21,2952.0,158.0,3189.0,58.92666666666667,1.3963466666666664,263598.9200000001,2018-06-28,2019-08-14,0.05080385852090032
PRJ-2018-002,PRJ-2018-002-SOV-10,208,206,15,1636.0,62.0,1729.0,59.19711538461539,1.3972596153846137,143884.1300000003,2018-12-12,2019-08-12,0.03651354534746761
PRJ-2018-002,PRJ-2018-002-SOV-11,255,252,20,2000.0,126.0,2189.0,59.194117647058825,1.395921568627449,181669.48000000016,2018-12-12,2019-08-27,0.059266227657572904
PRJ-2018-002,PRJ-2018-002-SOV-12,188,188,17,1480.0,104.0,1636.0,61.276595744680854,1.3997340425531886,140877.72000000023,2018-12-12,2019-09-03,0.06565656565656566
PRJ-2018-002,PRJ-2018-002-SOV-13,65,65,9,512.0,22.0,545.0,56.96923076923077,1.393076923076924,43359.899999999965,2019-04-30,2019-09-02,0.04119850187265917
PRJ-2018-002,PRJ-2018-002-SOV-14,51,50,10,394.0,22.0,427.0,58.11764705882353,1.3931372549019605,34676.269999999975,2019-04-30,2019-08-24,0.052884615384615384
PRJ-2018-002,PRJ-2018-002-SOV-15,58,58,10,460.0,40.0,520.0,62.258620689655174,1.4000000000000006,45692.089999999975,2019-05-01,2019-07-19,0.08
PRJ-2018-003,PRJ-2018-003-SOV-01,457,446,22,3612.0,214.0,3933.0,58.75929978118162,1.3954923413566702,323095.5100000002,2018-01-12,2019-08-12,0.05593308938839519
PRJ-2018-003,PRJ-2018-003-SOV-02,173,170,13,1356.0,52.0,1434.0,61.37861271676301,1.3983815028901707,122832.54000000015,2018-01-12,2018-06-08,0.036931818181818184
PRJ-2018-003,PRJ-2018-003-SOV-03,223,221,14,1752.0,74.0,1863.0,58.50448430493274,1.395650224215245,152880.62000000034,2018-03-05,2019-08-13,0.040525739320920046
PRJ-2018-003,PRJ-2018-003-SOV-04,223,219,14,1764.0,104.0,1920.0,61.15695067264574,1.3976233183856475,165415.23,2018-03-08,2019-08-22,0.055674518201284794
PRJ-2018-003,PRJ-2018-003-SOV-05,201,200,15,1600.0,66.0,1699.0,61.02985074626866,1.3987064676616892,145509.5400000002,2018-03-05,2019-08-15,0.03961584633853541
PRJ-2018-003,PRJ-2018-003-SOV-06,119,118,12,938.0,52.0,1016.0,58.95798319327731,1.3950420168067215,83547.99000000006,2018-06-11,2019-08-23,0.052525252525252523
PRJ-2018-003,PRJ-2018-003-SOV-07,113,113,14,888.0,54.0,969.0,60.51327433628319,1.3972566371681407,82587.83999999998,2018-06-12,2019-08-03,0.05732484076433121
PRJ-2018-003,PRJ-2018-003-SOV-08,97,96,12,754.0,42.0,817.0,56.79381443298969,1.3930927835051543,65245.00999999996,2018-06-11,2019-08-06,0.052763819095477386
PRJ-2018-003,PRJ-2018-003-SOV-09,252,247,16,1990.0,134.0,2191.0,59.67063492063492,1.3966269841269827,183178.93000000023,2018-06-12,2019-08-12,0.06308851224105462
PRJ-2018-003,PRJ-2018-003-SOV-10,141,141,11,1122.0,66.0,1221.0,59.195035460992905,1.3950354609929065,101720.38000000008,2018-11-06,2019-03-07,0.05555555555555555
PRJ-2018-003,PRJ-2018-003-SOV-11,184,182,14,1446.0,78.0,1563.0,59.65217391304348,1.396413043478258,128815.79000000023,2018-11-06,2019-08-14,0.051181102362204724
PRJ-2018-003,PRJ-2018-003-SOV-12,111,111,11,868.0,50.0,943.0,58.927927927927925,1.3951351351351342,77078.50999999998,2018-11-07,2019-08-06,0.054466230936819175
PRJ-2018-003,PRJ-2018-003-SOV-13,66,66,9,522.0,16.0,546.0,60.28030303030303,1.395757575757576,46313.85999999998,2019-03-08,2019-05-20,0.02973977695167286
PRJ-2018-003,PRJ-2018-003-SOV-14,64,64,12,508.0,30.0,553.0,60.3984375,1.3953125000000004,46849.57999999998,2019-03-11,2019-05-20,0.055762081784386616
PRJ-2018-003,PRJ-2018-003-SOV-15,42,41,10,320.0,10.0,335.0,56.76190476190476,1.388333333333334,26443.23,2019-03-08,2019-07-18,0.030303030303030304
PRJ-2018-004,PRJ-2018-004-SOV-01,448,437,21,3524.0,212.0,3842.0,59.294642857142854,1.3954910714285689,319643.8900000002,2018-03-02,2019-09-03,0.056745182012847964
PRJ-2018-004,PRJ-2018-004-SOV-02,175,174,16,1386.0,44.0,1452.0,60.81428571428572,1.3973142857142835,124090.8700000002,2018-03-02,2019-08-31,0.03076923076923077
PRJ-2018-004,PRJ-2018-004-SOV-03,214,210,13,1688.0,146.0,1907.0,61.69626168224299,1.4001401869158852,164601.9100000002,2018-04-25,2019-08-15,0.07960741548527808
PRJ-2018-004,PRJ-2018-004-SOV-04,200,198,14,1584.0,114.0,1755.0,59.07,1.3948499999999981,144902.90000000029,2018-04-25,2019-08-13,0.06713780918727916
PRJ-2018-004,PRJ-2018-004-SOV-05,227,223,14,1798.0,104.0,1954.0,59.44493392070485,1.3963876651982359,163800.53000000017,2018-04-26,2019-09-02,0.054679284963196635
PRJ-2018-004,PRJ-2018-004-SOV-06,117,117,12,914.0,56.0,998.0,60.10683760683761,1.3970085470085463,84169.06000000001,2018-08-08,2019-01-10,0.0577319587628866
PRJ-2018-004,PRJ-2018-004-SOV-07,119,118,10,938.0,44.0,1004.0,60.319327731092436,1.3977310924369735,84552.39999999998,2018-08-08,2019-09-01,0.04480651731160896
PRJ-2018-004,PRJ-2018-004-SOV-08,120,120,14,952.0,30.0,997.0,57.95,1.394333333333332,80366.70000000004,2018-08-09,2019-08-01,0.03054989816700611
PRJ-2018-004,PRJ-2018-004-SOV-09,262,261,16,2024.0,100.0,2174.0,60.20229007633588,1.3974809160305321,183673.98000000019,2018-08-09,2019-08-29,0.047080979284369114
PRJ-2018-004,PRJ-2018-004-SOV-10,140,140,11,1088.0,86.0,1217.0,59.42857142857143,1.395357142857142,100419.82000000011,2019-01-11,2019-08-05,0.07325383304940375
PRJ-2018-004,PRJ-2018-004-SOV-11,191,187,14,1502.0,88.0,1634.0,61.010471204188484,1.398219895287956,140240.2700000003,2019-01-11,2019-08-14,0.055345911949685536
PRJ-2018-004,PRJ-2018-004-SOV-12,121,121,12,962.0,60.0,1052.0,60.46280991735537,1.398595041322313,88863.38,2019-01-11,2019-08-15,0.05870841487279843
PRJ-2018-004,PRJ-2018-004-SOV-13,57,57,13,448.0,40.0,508.0,61.39473684210526,1.3971929824561413,43618.449999999975,2019-05-23,2019-08-06,0.08196721311475409
PRJ-2018-004,PRJ-2018-004-SOV-14,47,47,11,364.0,26.0,403.0,60.5531914893617,1.3951063829787236,34159.12999999999,2019-05-22,2019-08-20,0.06666666666666667
PRJ-2018-004,PRJ-2018-004-SOV-15,63,63,10,502.0,32.0,550.0,57.333333333333336,1.3933333333333335,44197.43999999997,2019-05-23,2019-08-07,0.0599250936329588
PRJ-2018-005,PRJ-2018-005-SOV-01,269,266,16,2120.0,130.0,2315.0,60.39219330855018,1.3965427509293682,196186.2500000005,2018-01-05,2019-01-21,0.057777777777777775
PRJ-2018-005,PRJ-2018-005-SOV-02,110,107,9,862.0,28.0,904.0,59.95909090909091,1.397636363636363,76165.85999999996,2018-01-03,2018-04-04,0.03146067415730337
PRJ-2018-005,PRJ-2018-005-SOV-03,132,132,13,1022.0,42.0,1085.0,57.84469696969697,1.3939393939393918,88347.17000000004,2018-02-08,2019-01-19,0.039473684210526314
PRJ-2018-005,PRJ-2018-005-SOV-04,124,124,13,990.0,72.0,1098.0,61.86693548387097,1.4005645161290312,95226.40000000004,2018-02-02,2019-01-06,0.06779661016949153
PRJ-2018-005,PRJ-2018-005-SOV-05,128,125,13,1024.0,48.0,1096.0,61.46875,1.398593749999999,93798.71,2018-02-05,2019-02-07,0.04477611940298507
PRJ-2018-005,PRJ-2018-005-SOV-06,78,77,8,606.0,40.0,666.0,58.66025641025641,1.394102564102564,54643.779999999955,2018-04-06,2018-07-05,0.06191950464396285
PRJ-2018-005,PRJ-2018-005-SOV-07,65,65,12,508.0,40.0,568.0,61.276923076923076,1.3976923076923085,49421.699999999975,2018-04-05,2019-01-06,0.072992700729927
PRJ-2018-005,PRJ-2018-005-SOV-08,74,74,12,570.0,30.0,615.0,58.891891891891895,1.3954054054054061,51148.86999999996,2018-04-05,2018-07-05,0.05
PRJ-2018-005,PRJ-2018-005-SOV-09,139,139,13,1112.0,50.0,1187.0,61.02517985611511,1.3981294964028763,102238.28000000013,2018-04-05,2019-02-16,0.043029259896729774
PRJ-2018-005,PRJ-2018-005-SOV-10,98,97,13,778.0,52.0,856.0,58.25,1.3946938775510203,70343.83999999995,2018-07-06,2019-01-10,0.06265060240963856
PRJ-2018-005,PRJ-2018-005-SOV-11,114,114,10,902.0,40.0,962.0,59.58771929824562,1.3965789473684205,80118.35,2018-07-06,2018-11-05,0.04246284501061571
PRJ-2018-005,PRJ-2018-005-SOV-12,76,75,11,600.0,56.0,684.0,62.5921052631579,1.3992105263157897,60359.169999999955,2018-07-06,2019-02-15,0.08536585365853659
PRJ-2018-005,PRJ-2018-005-SOV-13,31,31,9,242.0,18.0,269.0,64.69354838709677,1.4041935483870973,24597.439999999995,2018-09-21,2018-11-06,0.06923076923076923
PRJ-2018-005,PRJ-2018-005-SOV-14,31,31,9,244.0,32.0,292.0,62.38709677419355,1.3977419354838714,25351.379999999986,2018-09-21,2018-11-05,0.11594202898550725
PRJ-2018-005,PRJ-2018-005-SOV-15,40,40,9,318.0,24.0,354.0,55.55,1.3902500000000007,27401.149999999987,2018-09-21,2019-02-12,0.07017543859649122
PRJ-2018-006,PRJ-2018-006-SOV-01,545,529,21,4264.0,208.0,4576.0,59.69174311926606,1.3962385321100863,382588.38000000035,2018-02-19,2019-10-13,0.046511627906976744
PRJ-2018-006,PRJ-2018-006-SOV-02,176,174,15,1390.0,96.0,1534.0,59.39204545454545,1.3956818181818165,129029.7300000002,2018-02-19,2019-10-02,0.06460296096904442
PRJ-2018-006,PRJ-2018-006-SOV-03,227,223,16,1790.0,114.0,1961.0,59.8568281938326,1.396519823788545,164417.48000000027,2018-04-16,2019-10-12,0.059873949579831935
PRJ-2018-006,PRJ-2018-006-SOV-04,261,257,17,2058.0,104.0,2214.0,59.40996168582375,1.3957854406130252,184260.50000000017,2018-04-16,2019-10-05,0.04810360777058279
PRJ-2018-006,PRJ-2018-006-SOV-05,220,218,17,1740.0,98.0,1887.0,60.652272727272724,1.3975454545454524,160643.68000000017,2018-04-17,2019-10-12,0.05331882480957562
PRJ-2018-006,PRJ-2018-006-SOV-06,107,106,12,858.0,28.0,900.0,60.728971962616825,1.3977570093457936,76469.07999999997,2018-08-03,2019-10-09,0.03160270880361174
PRJ-2018-006,PRJ-2018-006-SOV-07,130,127,15,1014.0,52.0,1092.0,59.45384615384615,1.395076923076921,91473.42000000006,2018-08-06,2019-10-17,0.04878048780487805
PRJ-2018-006,PRJ-2018-006-SOV-08,100,100,10,800.0,30.0,845.0,59.71,1.3967000000000005,70109.49999999997,2018-08-03,2019-10-04,0.03614457831325301
PRJ-2018-006,PRJ-2018-006-SOV-09,256,252,15,2022.0,142.0,2235.0,61.16796875,1.3991015624999998,191144.51000000013,2018-08-03,2019-10-12,0.06561922365988909
PRJ-2018-006,PRJ-2018-006-SOV-10,148,148,13,1166.0,64.0,1262.0,59.726351351351354,1.3970945945945925,105875.07000000007,2019-01-17,2019-10-11,0.05203252032520325
PRJ-2018-006,PRJ-2018-006-SOV-11,222,218,16,1754.0,98.0,1901.0,57.88963963963964,1.3936936936936928,154522.7700000002,2019-01-17,2019-10-11,0.052915766738660906
PRJ-2018-006,PRJ-2018-006-SOV-12,137,136,16,1078.0,58.0,1165.0,60.96715328467153,1.3973722627737208,100153.81000000013,2019-01-17,2019-06-03,0.051056338028169015
PRJ-2018-006,PRJ-2018-006-SOV-13,56,56,8,444.0,24.0,480.0,59.464285714285715,1.3939285714285723,39625.059999999976,2019-06-05,2019-08-26,0.05128205128205128
PRJ-2018-006,PRJ-2018-006-SOV-14,56,56,10,424.0,22.0,457.0,62.607142857142854,1.4014285714285717,40320.10999999997,2019-06-05,2019-09-26,0.04932735426008968
PRJ-2018-006,PRJ-2018-006-SOV-15,62,62,10,496.0,28.0,538.0,58.37096774193548,1.393387096774194,44252.81999999996,2019-06-05,2019-09-23,0.05343511450381679
PRJ-2018-007,PRJ-2018-007-SOV-01,293,286,16,2314.0,114.0,2485.0,58.91126279863481,1.3958703071672356,204866.31000000035,2018-04-02,2019-03-03,0.04695222405271829
PRJ-2018-007,PRJ-2018-007-SOV-02,110,108,10,864.0,34.0,915.0,63.39090909090909,1.4016363636363625,81000.42999999996,2018-04-03,2019-03-02,0.0378619153674833
PRJ-2018-007,PRJ-2018-007-SOV-03,154,153,12,1228.0,64.0,1324.0,61.785714285714285,1.3996753246753224,114751.14000000017,2018-05-02,2019-02-14,0.04953560371517028
PRJ-2018-007,PRJ-2018-007-SOV-04,150,149,13,1152.0,60.0,1242.0,60.373333333333335,1.397799999999998,105473.35000000006,2018-05-02,2019-02-25,0.04950495049504951
PRJ-2018-007,PRJ-2018-007-SOV-05,127,126,14,1000.0,58.0,1087.0,60.32283464566929,1.3968503937007863,92074.28000000007,2018-05-04,2019-02-23,0.054820415879017016
PRJ-2018-007,PRJ-2018-007-SOV-06,61,61,12,480.0,20.0,510.0,60.69672131147541,1.3973770491803281,43623.44999999996,2018-07-04,2018-10-01,0.04
PRJ-2018-007,PRJ-2018-007-SOV-07,69,68,13,546.0,30.0,591.0,55.60144927536232,1.3914492753623187,45719.75999999998,2018-07-03,2019-02-09,0.052083333333333336
PRJ-2018-007,PRJ-2018-007-SOV-08,76,76,10,598.0,16.0,622.0,61.23026315789474,1.3989473684210532,53424.05999999996,2018-07-03,2018-09-27,0.026058631921824105
PRJ-2018-007,PRJ-2018-007-SOV-09,141,138,11,1094.0,68.0,1196.0,59.60992907801418,1.3957446808510623,99814.87000000008,2018-07-03,2019-03-01,0.058519793459552494
PRJ-2018-007,PRJ-2018-007-SOV-10,74,74,10,590.0,44.0,656.0,60.5472972972973,1.3981081081081084,55021.579999999965,2018-10-03,2019-01-27,0.0694006309148265
PRJ-2018-007,PRJ-2018-007-SOV-11,104,104,11,822.0,62.0,915.0,58.62980769230769,1.3945192307692302,74864.47999999997,2018-10-03,2019-02-07,0.07013574660633484
PRJ-2018-007,PRJ-2018-007-SOV-12,97,97,11,760.0,26.0,799.0,60.53092783505155,1.3980412371134021,68818.57999999999,2018-10-03,2019-03-06,0.03307888040712468
PRJ-2018-007,PRJ-2018-007-SOV-13,41,41,10,328.0,16.0,352.0,65.51219512195122,1.4046341463414638,32700.66999999999,2018-12-19,2019-02-01,0.046511627906976744
PRJ-2018-007,PRJ-2018-007-SOV-14,33,33,8,252.0,10.0,267.0,60.60606060606061,1.3984848484848489,22776.989999999994,2018-12-19,2019-02-01,0.03816793893129771
PRJ-2018-007,PRJ-2018-007-SOV-15,26,25,11,200.0,4.0,206.0,53.5,1.3888461538461532,15266.300000000001,2018-12-19,2019-02-01,0.0196078431372549
PRJ-2018-008,PRJ-2018-008-SOV-01,870,835,28,6844.0,426.0,7483.0,60.33045977011494,1.397873563218394,634366.6499999997,2018-02-21,2020-02-01,0.05859697386519945
PRJ-2018-008,PRJ-2018-008-SOV-02,289,281,15,2294.0,144.0,2510.0,59.581314878892734,1.3969550173010377,210218.85000000015,2018-02-22,2020-02-01,0.05906480721903199
PRJ-2018-008,PRJ-2018-008-SOV-03,466,458,20,3668.0,182.0,3941.0,58.74678111587983,1.3963733905579354,324574.83000000025,2018-05-07,2020-01-22,0.04727272727272727
PRJ-2018-008,PRJ-2018-008-SOV-04,479,464,21,3794.0,236.0,4148.0,59.32776617954071,1.3971398747390347,344704.98000000004,2018-05-03,2020-01-26,0.058560794044665014
PRJ-2018-008,PRJ-2018-008-SOV-05,504,481,19,3992.0,166.0,4241.0,60.37202380952381,1.398730158730152,360594.96000000054,2018-05-03,2020-01-27,0.03992303992303992
PRJ-2018-008,PRJ-2018-008-SOV-06,242,238,21,1898.0,108.0,2060.0,60.235537190082646,1.3986363636363623,173485.22000000035,2018-09-21,2020-01-30,0.053838484546360914
PRJ-2018-008,PRJ-2018-008-SOV-07,225,223,13,1784.0,126.0,1973.0,58.58222222222222,1.395333333333331,160909.39000000013,2018-09-24,2020-01-17,0.06596858638743455
PRJ-2018-008,PRJ-2018-008-SOV-08,236,234,13,1874.0,120.0,2054.0,58.470338983050844,1.3959745762711846,168455.97000000032,2018-09-21,2020-01-09,0.06018054162487462
PRJ-2018-008,PRJ-2018-008-SOV-09,462,455,16,3620.0,208.0,3932.0,60.53138528138528,1.3979220779220745,336088.82000000053,2018-09-21,2020-01-15,0.054336468129571575
PRJ-2018-008,PRJ-2018-008-SOV-10,219,215,19,1712.0,106.0,1871.0,58.981735159817354,1.3962100456620992,155167.0300000003,2019-04-23,2020-01-24,0.058305830583058306
PRJ-2018-008,PRJ-2018-008-SOV-11,290,289,18,2282.0,120.0,2462.0,58.324137931034485,1.3958620689655168,203052.65000000037,2019-04-23,2020-02-02,0.04995836802664446
PRJ-2018-008,PRJ-2018-008-SOV-12,253,248,17,1988.0,102.0,2141.0,58.865612648221344,1.3963636363636345,176581.12000000023,2019-04-23,2020-01-30,0.04880382775119617
PRJ-2018-008,PRJ-2018-008-SOV-13,74,74,11,586.0,36.0,640.0,58.70945945945946,1.3936486486486492,52892.459999999955,2019-10-17,2020-01-27,0.05787781350482315
PRJ-2018-008,PRJ-2018-008-SOV-14,78,77,12,618.0,14.0,639.0,61.69230769230769,1.3982051282051284,55115.32999999996,2019-10-17,2020-01-29,0.022151898734177215
PRJ-2018-008,PRJ-2018-008-SOV-15,63,62,8,500.0,30.0,545.0,58.37301587301587,1.3939682539682536,44002.92999999997,2019-10-23,2020-01-27,0.05660377358490566
PRJ-2018-009,PRJ-2018-009-SOV-01,352,349,19,2758.0,170.0,3013.0,58.69886363636363,1.3942897727272725,248053.5900000003,2018-03-19,2019-04-19,0.05806010928961749
PRJ-2018-009,PRJ-2018-009-SOV-02,109,109,13,856.0,70.0,961.0,58.9954128440367,1.3951376146788985,79615.57000000002,2018-03-19,2018-07-06,0.0755939524838013
PRJ-2018-009,PRJ-2018-009-SOV-03,161,158,16,1262.0,42.0,1325.0,58.13975155279503,1.3948447204968921,108352.8900000001,2018-04-26,2018-10-25,0.032208588957055216
PRJ-2018-009,PRJ-2018-009-SOV-04,161,156,12,1268.0,66.0,1367.0,59.25776397515528,1.3970186335403703,113527.60000000014,2018-04-26,2018-10-23,0.049475262368815595
PRJ-2018-009,PRJ-2018-009-SOV-05,177,177,14,1370.0,84.0,1496.0,61.23728813559322,1.3979661016949125,129575.43000000012,2018-04-25,2019-04-01,0.0577716643741403
PRJ-2018-009,PRJ-2018-009-SOV-06,83,83,8,666.0,58.0,753.0,61.24096385542169,1.3985542168674703,65528.27999999996,2018-07-10,2018-10-25,0.08011049723756906
PRJ-2018-009,PRJ-2018-009-SOV-07,96,94,10,742.0,46.0,811.0,59.255208333333336,1.3950000000000002,66958.41999999998,2018-07-09,2019-03-10,0.0583756345177665
PRJ-2018-009,PRJ-2018-009-SOV-08,68,68,10,526.0,36.0,580.0,57.55882352941177,1.3938235294117647,47187.23999999998,2018-07-12,2019-03-14,0.06405693950177936
PRJ-2018-009,PRJ-2018-009-SOV-09,190,187,16,1504.0,108.0,1666.0,60.48947368421052,1.3969473684210494,141844.0900000001,2018-07-09,2019-04-09,0.06699751861042183
PRJ-2018-009,PRJ-2018-009-SOV-10,92,91,10,730.0,54.0,811.0,62.69565217391305,1.399565217391305,71806.19999999998,2018-10-29,2019-04-14,0.06887755102040816
PRJ-2018-009,PRJ-2018-009-SOV-11,116,116,13,918.0,64.0,1014.0,59.422413793103445,1.396206896551723,84244.64000000004,2018-10-29,2019-03-31,0.06517311608961303
PRJ-2018-009,PRJ-2018-009-SOV-12,92,92,14,722.0,38.0,779.0,62.755434782608695,1.4008695652173926,68943.24999999996,2018-10-26,2019-04-01,0.05
PRJ-2018-009,PRJ-2018-009-SOV-13,49,49,9,386.0,16.0,410.0,62.724489795918366,1.4026530612244905,35967.87999999999,2019-01-29,2019-03-21,0.03980099502487562
PRJ-2018-009,PRJ-2018-009-SOV-14,44,44,12,358.0,20.0,388.0,59.69318181818182,1.3954545454545462,32237.059999999983,2019-01-28,2019-03-21,0.05291005291005291
PRJ-2018-009,PRJ-2018-009-SOV-15,47,47,9,360.0,18.0,387.0,59.5,1.3953191489361705,32711.86999999998,2019-01-28,2019-03-19,0.047619047619047616
PRJ-2018-010,PRJ-2018-010-SOV-01,248,248,18,1954.0,106.0,2113.0,59.104838709677416,1.3949596774193538,175430.78000000017,2018-02-05,2018-11-22,0.05145631067961165
PRJ-2018-010,PRJ-2018-010-SOV-02,82,82,13,638.0,50.0,713.0,60.28048780487805,1.3975609756097565,60381.69999999995,2018-02-05,2018-04-18,0.07267441860465117
PRJ-2018-010,PRJ-2018-010-SOV-03,100,99,10,784.0,58.0,871.0,61.91,1.3979000000000001,74527.64999999998,2018-03-01,2018-11-12,0.0688836104513064
PRJ-2018-010,PRJ-2018-010-SOV-04,108,108,10,862.0,48.0,934.0,59.96296296296296,1.3980555555555552,78073.54999999999,2018-03-01,2018-11-23,0.05274725274725275
PRJ-2018-010,PRJ-2018-010-SOV-05,117,115,15,920.0,68.0,1022.0,59.35042735042735,1.3979487179487178,84439.0700000001,2018-03-02,2018-10-19,0.06882591093117409
PRJ-2018-010,PRJ-2018-010-SOV-06,57,57,10,454.0,16.0,478.0,57.3421052631579,1.3942105263157898,38306.84999999998,2018-04-23,2018-10-19,0.03404255319148936
PRJ-2018-010,PRJ-2018-010-SOV-07,61,61,12,486.0,26.0,525.0,59.467213114754095,1.3965573770491808,43705.13999999998,2018-04-19,2018-07-02,0.05078125
PRJ-2018-010,PRJ-2018-010-SOV-08,59,59,10,460.0,22.0,493.0,62.728813559322035,1.3998305084745766,44275.979999999974,2018-04-19,2018-10-28,0.04564315352697095
PRJ-2018-010,PRJ-2018-010-SOV-09,129,129,10,1020.0,30.0,1065.0,60.37596899224806,1.3976744186046495,89706.53000000003,2018-04-19,2018-11-17,0.02857142857142857
PRJ-2018-010,PRJ-2018-010-SOV-10,56,56,9,452.0,22.0,485.0,57.848214285714285,1.3942857142857144,39677.97999999998,2018-07-03,2018-08-31,0.046413502109704644
PRJ-2018-010,PRJ-2018-010-SOV-11,86,86,11,678.0,42.0,741.0,61.825581395348834,1.3987209302325585,64495.37999999994,2018-07-03,2018-11-11,0.058333333333333334
PRJ-2018-010,PRJ-2018-010-SOV-12,68,67,11,542.0,28.0,584.0,59.5735294117647,1.3960294117647063,48403.63999999997,2018-07-03,2018-11-25,0.04912280701754386
PRJ-2018-010,PRJ-2018-010-SOV-13,32,32,8,250.0,6.0,259.0,56.6875,1.3928124999999998,20548.199999999997,2018-09-04,2018-11-12,0.0234375
PRJ-2018-010,PRJ-2018-010-SOV-14,28,28,12,226.0,10.0,241.0,62.964285714285715,1.3989285714285717,21652.049999999996,2018-09-03,2018-11-13,0.0423728813559322
