project_id,sov_line_id,actual_material_cost,num_deliveries,num_unique_deliveries,num_material_categories,num_vendors,total_quantity,avg_unit_cost,first_delivery_date,last_delivery_date,budget_material_cost,productivity_factor,key_assumptions,material_variance,pct_overrun
PRJ-2018-002,PRJ-2018-002-SOV-06,667687.46,5,5,2,4,2283.0,2014.328,2018-05-19,2018-12-13,643200.0,0.9,Refrigerant pricing per current market; lineset routing direct,24487.459999999963,0.03807129975124372
PRJ-2018-002,PRJ-2018-002-SOV-07,3173189.6799999997,6,6,4,4,2184.0,152017.16333333333,2018-05-10,2018-11-02,0.0,0.95,Equipment selections per approved substitution list; long lead items ordered at NTP,3173189.6799999997,
PRJ-2018-002,PRJ-2018-002-SOV-08,2033194.3199999998,5,5,3,3,59.0,143899.576,2018-04-23,2018-11-12,0.0,0.95,Chiller/boiler selections by owner; installation productivity assumes clear access,2033194.3199999998,
PRJ-2018-002,PRJ-2018-002-SOV-09,1760496.6,8,8,1,3,703.0,68951.04375,2018-05-08,2018-12-30,0.0,0.9,VAV/FCU counts per schedule; BACnet integration by controls sub,1760496.6,
PRJ-2018-002,PRJ-2018-002-SOV-10,693650.37,8,8,2,4,381.0,1823.64125,2018-10-20,2019-05-13,668200.0,0.85,DDC installation per controls contractor scope; point count per I/O schedule,25450.369999999995,0.03808795270876982
PRJ-2018-002,PRJ-2018-002-SOV-11,392175.80000000005,8,8,3,4,291.0,1574.1474999999998,2018-09-22,2019-05-12,377800.0,0.9,Programming based on approved sequences; 2 weeks for commissioning,14375.800000000047,0.03805134992059303
PRJ-2018-002,PRJ-2018-002-SOV-12,397355.75000000006,8,8,2,6,1000.0,1911.6262500000003,2018-09-17,2019-03-17,0.0,1.0,Insulation by specialty sub; pricing based on current bid,397355.75000000006,
PRJ-2018-003,PRJ-2018-003-SOV-03,360083.05,6,6,1,5,1575.0,588.6516666666666,2018-02-07,2018-05-19,374300.0,0.85,70% shop fabrication; 30% field fab; standard material availability,-14216.950000000012,-0.037982767833288834
PRJ-2018-003,PRJ-2018-003-SOV-04,351966.7,3,3,2,3,526.0,1019.79,2018-02-15,2018-07-12,365900.0,0.8,Productivity assumes 70% in accessible ceiling; 30% open areas,-13933.299999999988,-0.03807952992620932
PRJ-2018-003,PRJ-2018-003-SOV-05,382379.63,5,5,1,2,1570.0,1682.9039999999998,2018-04-02,2018-12-02,397500.0,0.9,Copper pricing based on current market rates,-15120.369999999995,-0.03803866666666666
PRJ-2018-003,PRJ-2018-003-SOV-06,238327.93000000002,4,4,1,4,1621.0,664.55,2018-06-04,2018-09-18,247700.0,0.9,Refrigerant pricing per current market; lineset routing direct,-9372.069999999978,-0.037836374646750014
PRJ-2018-003,PRJ-2018-003-SOV-07,1165279.06,5,5,2,3,754.0,33629.486,2018-04-24,2018-12-06,0.0,0.95,Equipment selections per approved substitution list; long lead items ordered at NTP,1165279.06,
PRJ-2018-003,PRJ-2018-003-SOV-08,1132370.81,3,3,2,3,275.0,239347.3966666667,2018-06-23,2018-09-26,0.0,0.95,Chiller/boiler selections by owner; installation productivity assumes clear access,1132370.81,
PRJ-2018-003,PRJ-2018-003-SOV-09,749083.77,7,7,3,4,62.0,26563.99,2018-04-03,2018-11-03,0.0,0.9,VAV/FCU counts per schedule; BACnet integration by controls sub,749083.77,
PRJ-2018-003,PRJ-2018-003-SOV-10,302059.34,8,8,3,4,276.0,1074.7575,2018-08-25,2019-01-31,314000.0,0.85,DDC installation per controls contractor scope; point count per I/O schedule,-11940.659999999974,-0.03802757961783431
PRJ-2018-003,PRJ-2018-003-SOV-11,96475.87,5,5,2,4,240.0,444.358,2018-09-16,2019-01-09,100300.0,0.9,Programming based on approved sequences; 2 weeks for commissioning,-3824.1300000000047,-0.038126919242273224
PRJ-2018-003,PRJ-2018-003-SOV-12,197412.72999999998,4,4,1,4,1044.0,2152.6324999999997,2018-09-05,2019-01-09,0.0,1.0,Insulation by specialty sub; pricing based on current bid,197412.72999999998,
PRJ-2018-003,PRJ-2018-003-SOV-25,153040.47,1,1,1,1,376.0,407.02,2018-06-05,2018-06-05,,,,,
PRJ-2018-004,PRJ-2018-004-SOV-03,296718.04,8,8,3,6,2441.0,153.67750000000004,2018-06-12,2018-08-30,294100.0,0.85,70% shop fabrication; 30% field fab; standard material availability,2618.039999999979,0.008901870112206662
PRJ-2018-004,PRJ-2018-004-SOV-04,290488.60000000003,5,5,1,3,699.0,2942.2480000000005,2018-04-09,2018-09-22,287900.0,0.8,Productivity assumes 70% in accessible ceiling; 30% open areas,2588.600000000035,0.008991316429315856
PRJ-2018-004,PRJ-2018-004-SOV-05,320116.03,6,6,2,3,2774.0,2061.66,2018-06-16,2018-11-24,317300.0,0.9,Copper pricing based on current market rates,2816.030000000028,0.008874976363063435
PRJ-2018-004,PRJ-2018-004-SOV-06,133448.2,4,4,2,2,1819.0,625.6500000000001,2018-10-22,2019-02-09,132200.0,0.9,Refrigerant pricing per current market; lineset routing direct,1248.2000000000116,0.009441754916792826
PRJ-2018-004,PRJ-2018-004-SOV-07,1328193.93,4,4,2,4,66.0,191533.2725,2018-06-11,2019-01-15,0.0,0.95,Equipment selections per approved substitution list; long lead items ordered at NTP,1328193.93,
PRJ-2018-004,PRJ-2018-004-SOV-08,960462.3499999999,4,4,1,2,150.0,43849.25,2018-06-05,2018-09-27,0.0,0.95,Chiller/boiler selections by owner; installation productivity assumes clear access,960462.3499999999,
PRJ-2018-004,PRJ-2018-004-SOV-09,507388.82,7,7,3,5,560.0,34207.811428571425,2018-06-08,2019-02-18,0.0,0.9,VAV/FCU counts per schedule; BACnet integration by controls sub,507388.82,
PRJ-2018-004,PRJ-2018-004-SOV-10,354301.05,4,4,1,3,175.0,4106.59,2019-01-21,2019-05-01,351200.0,0.85,DDC installation per controls contractor scope; point count per I/O schedule,3101.0499999999884,0.008829869020501107
PRJ-2018-004,PRJ-2018-004-SOV-11,168459.93000000002,4,4,1,4,278.0,660.1725,2018-10-31,2019-01-29,167000.0,0.9,Programming based on approved sequences; 2 weeks for commissioning,1459.9300000000221,0.008742095808383366
PRJ-2018-004,PRJ-2018-004-SOV-12,161431.94,7,7,2,6,1554.0,620.1242857142857,2018-10-07,2019-06-01,0.0,1.0,Insulation by specialty sub; pricing based on current bid,161431.94,
PRJ-2018-004,PRJ-2018-004-SOV-19,45259.11,1,1,1,1,48.0,942.9,2018-11-27,2018-11-27,,,,,
PRJ-2018-004,PRJ-2018-004-SOV-21,66809.45,1,1,1,1,25.0,2672.38,2018-04-09,2018-04-09,,,,,
PRJ-2018-004,PRJ-2018-004-SOV-23,19774.28,1,1,1,1,295.0,67.03,2018-06-26,2018-06-26,,,,,
PRJ-2018-005,PRJ-2018-005-SOV-03,302809.01999999996,5,5,1,3,847.0,1388.9999999999998,2018-02-11,2018-04-21,282700.0,0.85,70% shop fabrication; 30% field fab; standard material availability,20109.01999999996,0.07113201273434723
PRJ-2018-005,PRJ-2018-005-SOV-04,394230.44999999995,3,3,1,2,239.0,1963.78,2018-02-12,2018-05-03,368100.0,0.8,Productivity assumes 70% in accessible ceiling; 30% open areas,26130.449999999953,0.07098736756316205
PRJ-2018-005,PRJ-2018-005-SOV-05,232671.6,3,3,1,2,636.0,1929.9166666666667,2018-03-01,2018-06-19,217200.0,0.9,Copper pricing based on current market rates,15471.600000000006,0.07123204419889505
PRJ-2018-005,PRJ-2018-005-SOV-06,182260.18000000002,7,7,2,5,3222.0,679.4671428571428,2018-02-27,2018-07-28,170100.0,0.9,Refrigerant pricing per current market; lineset routing direct,12160.180000000022,0.0714884185773076
PRJ-2018-005,PRJ-2018-005-SOV-07,880490.9,5,5,2,5,48.0,45905.744,2018-04-13,2018-07-01,0.0,0.95,Equipment selections per approved substitution list; long lead items ordered at NTP,880490.9,
PRJ-2018-005,PRJ-2018-005-SOV-08,581533.69,4,4,1,3,1776.0,13857.8225,2018-03-02,2018-07-24,0.0,0.95,Chiller/boiler selections by owner; installation productivity assumes clear access,581533.69,
PRJ-2018-005,PRJ-2018-005-SOV-09,437748.37,6,6,3,4,1658.0,26997.215,2018-03-13,2018-07-21,0.0,0.9,VAV/FCU counts per schedule; BACnet integration by controls sub,437748.37,
PRJ-2018-005,PRJ-2018-005-SOV-10,122342.11000000002,7,7,2,5,285.0,1063.0657142857142,2018-05-07,2018-09-07,114200.0,0.85,DDC installation per controls contractor scope; point count per I/O schedule,8142.110000000015,0.07129693520140118
PRJ-2018-005,PRJ-2018-005-SOV-11,83762.14,4,4,2,4,113.0,801.785,2018-05-16,2018-07-14,78200.0,0.9,Programming based on approved sequences; 2 weeks for commissioning,5562.139999999999,0.07112710997442455
PRJ-2018-005,PRJ-2018-005-SOV-12,131368.37,8,8,3,4,1416.0,557.12625,2018-05-05,2018-09-07,0.0,1.0,Insulation by specialty sub; pricing based on current bid,131368.37,
PRJ-2018-006,PRJ-2018-006-SOV-03,308070.95,8,8,1,5,1678.0,1152.59,2018-04-19,2018-08-31,292000.0,0.85,70% shop fabrication; 30% field fab; standard material availability,16070.950000000012,0.05503750000000004
PRJ-2018-006,PRJ-2018-006-SOV-04,336710.74,6,6,2,4,1851.0,242.08333333333334,2018-03-11,2018-07-31,319100.0,0.8,Productivity assumes 70% in accessible ceiling; 30% open areas,17610.73999999999,0.055188780946411754
PRJ-2018-006,PRJ-2018-006-SOV-05,324300.39,4,4,2,4,1793.0,1496.2175000000002,2018-06-07,2019-01-02,307300.0,0.9,Copper pricing based on current market rates,17000.390000000014,0.05532180279856822
PRJ-2018-006,PRJ-2018-006-SOV-06,179410.19,3,3,2,2,476.0,771.6433333333333,2018-06-24,2018-12-03,170000.0,0.9,Refrigerant pricing per current market; lineset routing direct,9410.190000000002,0.05535405882352942
PRJ-2018-006,PRJ-2018-006-SOV-07,1110412.85,4,4,2,3,298.0,32006.8975,2018-07-06,2019-02-14,0.0,0.95,Equipment selections per approved substitution list; long lead items ordered at NTP,1110412.85,
PRJ-2018-006,PRJ-2018-006-SOV-08,852018.63,4,4,2,4,437.0,42592.2975,2018-05-27,2019-01-16,0.0,0.95,Chiller/boiler selections by owner; installation productivity assumes clear access,852018.63,
PRJ-2018-006,PRJ-2018-006-SOV-09,631347.3400000001,6,6,2,4,86.0,19043.288333333334,2018-09-18,2019-02-26,0.0,0.9,VAV/FCU counts per schedule; BACnet integration by controls sub,631347.3400000001,
PRJ-2018-006,PRJ-2018-006-SOV-10,279641.31,3,3,3,2,96.0,3313.033333333333,2018-10-04,2019-03-22,265000.0,0.85,DDC installation per controls contractor scope; point count per I/O schedule,14641.309999999998,0.05525022641509433
PRJ-2018-006,PRJ-2018-006-SOV-11,176379.56,5,5,1,5,199.0,1435.292,2018-10-11,2019-03-10,167100.0,0.9,Programming based on approved sequences; 2 weeks for commissioning,9279.559999999998,0.05553297426690603
PRJ-2018-006,PRJ-2018-006-SOV-12,187699.88,6,6,1,5,782.0,1088.2483333333334,2018-09-22,2019-05-14,0.0,1.0,Insulation by specialty sub; pricing based on current bid,187699.88,
PRJ-2018-006,PRJ-2018-006-SOV-21,304599.1,1,1,1,1,3.0,101533.03,2018-12-15,2018-12-15,,,,,
PRJ-2018-007,PRJ-2018-007-SOV-03,420180.62,6,6,2,3,1404.0,385.09666666666664,2018-04-18,2018-06-24,420200.0,0.85,70% shop fabrication; 30% field fab; standard material availability,-19.380000000004657,-4.612089481200537e-05
PRJ-2018-007,PRJ-2018-007-SOV-04,909608.12,7,7,1,5,1177.0,2979.7000000000003,2018-04-15,2018-07-24,909800.0,0.8,Productivity assumes 70% in accessible ceiling; 30% open areas,-191.88000000000466,-0.00021090349527369163
PRJ-2018-007,PRJ-2018-007-SOV-05,603291.38,8,8,1,5,3142.0,1477.0149999999999,2018-06-16,2018-09-29,603400.0,0.9,Copper pricing based on current market rates,-108.61999999999534,-0.0001800132582035057
PRJ-2018-007,PRJ-2018-007-SOV-06,480063.8,4,4,2,3,1107.0,4331.7074999999995,2018-06-01,2018-10-12,480100.0,0.9,Refrigerant pricing per current market; lineset routing direct,-36.20000000001164,-7.540095813374639e-05
PRJ-2018-007,PRJ-2018-007-SOV-07,1510346.6700000002,7,7,1,5,526.0,61064.92142857143,2018-05-30,2018-08-29,0.0,0.95,Equipment selections per approved substitution list; long lead items ordered at NTP,1510346.6700000002,
PRJ-2018-007,PRJ-2018-007-SOV-08,1625841.76,6,6,2,3,1736.0,27852.203333333327,2018-06-24,2018-10-18,0.0,0.95,Chiller/boiler selections by owner; installation productivity assumes clear access,1625841.76,
PRJ-2018-007,PRJ-2018-007-SOV-09,918795.98,3,3,3,3,736.0,79266.64,2018-06-09,2018-07-20,0.0,0.9,VAV/FCU counts per schedule; BACnet integration by controls sub,918795.98,
PRJ-2018-007,PRJ-2018-007-SOV-10,419308.42,7,7,3,5,314.0,1725.0828571428572,2018-08-11,2018-12-08,419400.0,0.85,DDC installation per controls contractor scope; point count per I/O schedule,-91.5800000000163,-0.00021835956127805507
PRJ-2018-007,PRJ-2018-007-SOV-11,330942.92,8,8,1,5,414.0,1549.3725,2018-08-06,2018-12-24,331000.0,0.9,Programming based on approved sequences; 2 weeks for commissioning,-57.0800000000163,-0.0001724471299094148
PRJ-2018-007,PRJ-2018-007-SOV-12,326785.32999999996,7,7,2,5,1686.0,2249.468571428571,2018-08-16,2018-12-01,0.0,1.0,Insulation by specialty sub; pricing based on current bid,326785.32999999996,
PRJ-2018-007,PRJ-2018-007-SOV-20,76871.61,1,1,1,1,69.0,1114.08,2018-12-08,2018-12-08,,,,,
PRJ-2018-007,PRJ-2018-007-SOV-21,33575.11,1,1,1,1,37.0,907.44,2018-10-18,2018-10-18,,,,,
PRJ-2018-007,PRJ-2018-007-SOV-22,239350.83,1,1,1,1,86.0,2783.15,2018-07-24,2018-07-24,,,,,
PRJ-2018-008,PRJ-2018-008-SOV-03,169187.43,4,4,3,3,952.0,430.21250000000003,2018-04-13,2018-11-14,170500.0,0.85,70% shop fabrication; 30% field fab; standard material availability,-1312.570000000007,-0.007698357771261038
PRJ-2018-008,PRJ-2018-008-SOV-04,208821.96999999997,6,6,1,4,2126.0,130.575,2018-03-14,2018-07-30,210400.0,0.8,Productivity assumes 70% in accessible ceiling; 30% open areas,-1578.030000000028,-0.007500142585551464
PRJ-2018-008,PRJ-2018-008-SOV-05,200969.2,3,3,1,2,1840.0,126.07,2018-07-05,2019-05-18,202500.0,0.9,Copper pricing based on current market rates,-1530.7999999999884,-0.007559506172839449
PRJ-2018-008,PRJ-2018-008-SOV-06,97260.24,5,5,1,4,935.0,1038.8719999999998,2018-07-27,2019-02-18,98000.0,0.9,Refrigerant pricing per current market; lineset routing direct,-739.7599999999948,-0.007548571428571375
PRJ-2018-008,PRJ-2018-008-SOV-07,740214.1799999999,8,8,2,4,762.0,26784.284999999996,2018-06-11,2019-06-05,0.0,0.95,Equipment selections per approved substitution list; long lead items ordered at NTP,740214.1799999999,
PRJ-2018-008,PRJ-2018-008-SOV-08,343038.23,3,3,2,3,528.0,34449.42,2018-12-27,2019-05-07,0.0,0.95,Chiller/boiler selections by owner; installation productivity assumes clear access,343038.23,
PRJ-2018-008,PRJ-2018-008-SOV-09,436246.36,7,7,3,5,2009.0,8270.8,2018-07-19,2019-06-09,0.0,0.9,VAV/FCU counts per schedule; BACnet integration by controls sub,436246.36,
PRJ-2018-008,PRJ-2018-008-SOV-10,158671.26,5,5,3,4,201.0,1368.614,2018-12-14,2019-04-02,159900.0,0.85,DDC installation per controls contractor scope; point count per I/O schedule,-1228.7399999999907,-0.007684427767354538
PRJ-2018-008,PRJ-2018-008-SOV-11,102982.32,3,3,2,2,138.0,1067.05,2019-01-11,2019-10-27,103700.0,0.9,Programming based on approved sequences; 2 weeks for commissioning,-717.679999999993,-0.006920732883317194
PRJ-2018-008,PRJ-2018-008-SOV-12,134812.37,3,3,2,3,427.0,1525.89,2018-11-30,2019-09-27,0.0,1.0,Insulation by specialty sub; pricing based on current bid,134812.37,
PRJ-2018-008,PRJ-2018-008-SOV-21,16767.96,1,1,1,1,55.0,304.87,2019-02-04,2019-02-04,,,,,
PRJ-2018-009,PRJ-2018-009-SOV-03,308764.86000000004,5,5,3,3,1377.0,2484.76,2018-04-10,2018-08-03,298900.0,0.85,70% shop fabrication; 30% field fab; standard material availability,9864.860000000044,0.03300388089662109
PRJ-2018-009,PRJ-2018-009-SOV-04,640240.15,7,7,2,3,1471.0,989.9785714285715,2018-04-16,2018-08-09,619900.0,0.8,Productivity assumes 70% in accessible ceiling; 30% open areas,20340.150000000023,0.032811985804161996
PRJ-2018-009,PRJ-2018-009-SOV-05,397013.24,5,5,1,4,2864.0,4719.021999999999,2018-05-15,2018-07-22,384400.0,0.9,Copper pricing based on current market rates,12613.23999999999,0.032812799167533796
PRJ-2018-009,PRJ-2018-009-SOV-06,323665.15,6,6,2,4,1914.0,685.9883333333333,2018-07-08,2018-11-20,313300.0,0.9,Refrigerant pricing per current market; lineset routing direct,10365.150000000023,0.03308378550909679
PRJ-2018-009,PRJ-2018-009-SOV-07,1762905.3399999999,4,4,3,3,1926.0,113911.16,2018-05-29,2018-10-12,0.0,0.95,Equipment selections per approved substitution list; long lead items ordered at NTP,1762905.3399999999,
PRJ-2018-009,PRJ-2018-009-SOV-08,1019741.13,6,6,3,3,638.0,11015.08,2018-05-18,2018-09-08,0.0,0.95,Chiller/boiler selections by owner; installation productivity assumes clear access,1019741.13,
PRJ-2018-009,PRJ-2018-009-SOV-09,811987.5800000001,8,8,2,4,929.0,45915.48625,2018-05-11,2018-11-18,0.0,0.9,VAV/FCU counts per schedule; BACnet integration by controls sub,811987.5800000001,
PRJ-2018-009,PRJ-2018-009-SOV-10,371350.08999999997,8,8,2,5,491.0,1037.20875,2018-09-16,2019-01-21,359500.0,0.85,DDC installation per controls contractor scope; point count per I/O schedule,11850.089999999967,0.03296269819193315
PRJ-2018-009,PRJ-2018-009-SOV-11,152150.52,8,8,1,6,270.0,1207.8799999999999,2018-08-11,2019-02-04,147300.0,0.9,Programming based on approved sequences; 2 weeks for commissioning,4850.5199999999895,0.03292953156822803
PRJ-2018-009,PRJ-2018-009-SOV-12,215831.81,6,6,1,4,1530.0,245.295,2018-08-29,2019-01-29,0.0,1.0,Insulation by specialty sub; pricing based on current bid,215831.81,
PRJ-2018-009,PRJ-2018-009-SOV-17,57973.88,1,1,1,1,588.0,98.6,2018-06-01,2018-06-01,,,,,
PRJ-2018-009,PRJ-2018-009-SOV-19,43200.56,1,1,1,1,10.0,4320.06,2019-02-02,2019-02-02,,,,,
PRJ-2018-009,PRJ-2018-009-SOV-23,22648.0,1,1,1,1,21.0,1078.48,2018-10-19,2018-10-19,,,,,
PRJ-2018-010,PRJ-2018-010-SOV-03,293298.55,7,7,2,4,2078.0,207.3757142857143,2018-02-27,2018-05-10,270600.0,0.85,70% shop fabrication; 30% field fab; standard material availability,22698.54999999999,0.08388229859571318
PRJ-2018-010,PRJ-2018-010-SOV-04,631365.4199999999,3,3,1,3,136.0,6208.163333333333,2018-03-30,2018-05-08,582600.0,0.8,Productivity assumes 70% in accessible ceiling; 30% open areas,48765.419999999925,0.08370308959835208
PRJ-2018-010,PRJ-2018-010-SOV-05,309644.67,7,7,2,6,2392.0,1156.2,2018-04-12,2018-07-11,285700.0,0.9,Copper pricing based on current market rates,23944.669999999984,0.08381053552677628
PRJ-2018-010,PRJ-2018-010-SOV-06,259390.62,5,5,2,4,2905.0,541.496,2018-04-02,2018-07-19,239300.0,0.9,Refrigerant pricing per current market; lineset routing direct,20090.619999999995,0.0839557877141663
PRJ-2018-010,PRJ-2018-010-SOV-07,1477727.05,7,7,2,4,1012.0,70999.60428571429,2018-03-19,2018-07-12,0.0,0.95,Equipment selections per approved substitution list; long lead items ordered at NTP,1477727.05,
PRJ-2018-010,PRJ-2018-010-SOV-08,1006407.57,5,5,1,4,564.0,83600.038,2018-03-14,2018-06-08,0.0,0.95,Chiller/boiler selections by owner; installation productivity assumes clear access,1006407.57,
PRJ-2018-010,PRJ-2018-010-SOV-09,830287.88,4,4,2,4,74.0,92996.5925,2018-04-02,2018-05-24,0.0,0.9,VAV/FCU counts per schedule; BACnet integration by controls sub,830287.88,
PRJ-2018-010,PRJ-2018-010-SOV-10,259483.41,5,5,3,5,141.0,3226.9139999999998,2018-05-12,2018-09-05,239400.0,0.85,DDC installation per controls contractor scope; point count per I/O schedule,20083.410000000003,0.08389060150375942
PRJ-2018-010,PRJ-2018-010-SOV-11,198341.35,8,8,1,4,239.0,946.88875,2018-05-31,2018-08-12,183000.0,0.9,Programming based on approved sequences; 2 weeks for commissioning,15341.350000000006,0.08383251366120222
PRJ-2018-010,PRJ-2018-010-SOV-12,231087.52,7,7,2,3,1487.0,1007.1142857142859,2018-05-12,2018-08-02,0.0,1.0,Insulation by specialty sub; pricing based on current bid,231087.52,
PRJ-2018-010,PRJ-2018-010-SOV-24,136740.65,1,1,1,1,44.0,3107.74,2018-05-24,2018-05-24,,,,,
PRJ-2018-011,PRJ-2018-011-SOV-03,1673514.5500000003,4,4,1,2,843.0,3953.0675,2018-04-05,2018-06-21,1570600.0,0.85,70% shop fabrication; 30% field fab; standard material availability,102914.55000000028,0.06552562714886048
PRJ-2018-011,PRJ-2018-011-SOV-04,2251027.12,7,7,3,4,1019.0,5004.448571428571,2018-03-05,2018-06-19,2112700.0,0.8,Productivity assumes 70% in accessible ceiling; 30% open areas,138327.1200000001,0.06547409476025944
PRJ-2018-011,PRJ-2018-011-SOV-05,1566102.4500000002,7,7,2,4,2708.0,1592.8714285714286,2018-05-17,2018-09-16,1469800.0,0.9,Copper pricing based on current market rates,96302.45000000019,0.06552078514083562
PRJ-2018-011,PRJ-2018-011-SOV-06,523766.89,7,7,2,3,909.0,2654.6957142857145,2018-05-03,2018-08-26,491500.0,0.9,Refrigerant pricing per current market; lineset routing direct,32266.890000000014,0.06564982706002037
PRJ-2018-011,PRJ-2018-011-SOV-07,4777823.95,4,4,2,4,1685.0,227064.1725,2018-05-14,2018-10-23,0.0,0.95,Equipment selections per approved substitution list; long lead items ordered at NTP,4777823.95,
PRJ-2018-011,PRJ-2018-011-SOV-08,3357755.95,8,8,3,4,1588.0,84836.01000000001,2018-05-18,2018-09-28,0.0,0.95,Chiller/boiler selections by owner; installation productivity assumes clear access,3357755.95,
PRJ-2018-011,PRJ-2018-011-SOV-09,3206134.6,8,8,2,4,709.0,207977.37625,2018-04-11,2018-10-23,0.0,0.9,VAV/FCU counts per schedule; BACnet integration by controls sub,3206134.6,
PRJ-2018-011,PRJ-2018-011-SOV-10,1418068.98,8,8,1,5,236.0,16846.49125,2018-08-04,2019-01-13,1330900.0,0.85,DDC installation per controls contractor scope; point count per I/O schedule,87168.97999999998,0.06549626568487488
PRJ-2018-011,PRJ-2018-011-SOV-11,654951.06,7,7,3,4,279.0,2860.2942857142857,2018-08-21,2019-01-08,614700.0,0.9,Programming based on approved sequences; 2 weeks for commissioning,40251.060000000056,0.06548081991215236
PRJ-2018-011,PRJ-2018-011-SOV-12,631994.24,7,7,2,4,1447.0,1578.9771428571426,2018-08-24,2018-12-20,0.0,1.0,Insulation by specialty sub; pricing based on current bid,631994.24,
PRJ-2018-011,PRJ-2018-011-SOV-20,51960.65,1,1,1,1,30.0,1732.02,2018-11-27,2018-11-27,,,,,
PRJ-2018-012,PRJ-2018-012-SOV-03,304672.97000000003,5,5,1,4,750.0,734.702,2018-03-11,2018-08-04,293300.0,0.85,70% shop fabrication; 30% field fab; standard material availability,11372.97000000003,0.03877589498806693
PRJ-2018-012,PRJ-2018-012-SOV-04,401611.74,4,4,1,3,890.0,854.3025000000001,2018-04-28,2018-08-10,386600.0,0.8,Productivity assumes 70% in accessible ceiling; 30% open areas,15011.73999999999,0.03883016037247799
PRJ-2018-012,PRJ-2018-012-SOV-05,253283.89,7,7,2,5,1846.0,2459.0685714285714,2018-06-29,2019-01-07,243800.0,0.9,Copper pricing based on current market rates,9483.890000000014,0.0389002871205907
PRJ-2018-012,PRJ-2018-012-SOV-06,125494.57,4,4,1,3,1345.0,104.3125,2018-05-01,2018-10-25,120800.0,0.9,Refrigerant pricing per current market; lineset routing direct,4694.570000000007,0.03886233443708615
PRJ-2018-012,PRJ-2018-012-SOV-07,925131.55,4,4,2,4,1074.0,6042.585,2018-05-02,2018-12-20,0.0,0.95,Equipment selections per approved substitution list; long lead items ordered at NTP,925131.55,
