project_id,sov_line_id,num_deliveries,num_unique_deliveries,num_material_categories,num_vendors,total_quantity,avg_unit_cost,total_material_cost,first_delivery_date,last_delivery_date
PRJ-2018-003,PRJ-2018-003-SOV-10,8,8,3,4,276.0,1074.7575,302059.34,2018-08-25,2019-01-31
PRJ-2018-003,PRJ-2018-003-SOV-11,5,5,2,4,240.0,444.358,96475.87,2018-09-16,2019-01-09
PRJ-2018-003,PRJ-2018-003-SOV-12,4,4,1,4,1044.0,2152.6324999999997,197412.72999999998,2018-09-05,2019-01-09
PRJ-2018-003,PRJ-2018-003-SOV-25,1,1,1,1,376.0,407.02,153040.47,2018-06-05,2018-06-05
PRJ-2018-004,PRJ-2018-004-SOV-03,8,8,3,6,2441.0,153.67750000000004,296718.04,2018-06-12,2018-08-30
PRJ-2018-004,PRJ-2018-004-SOV-04,5,5,1,3,699.0,2942.2480000000005,290488.60000000003,2018-04-09,2018-09-22
PRJ-2018-004,PRJ-2018-004-SOV-05,6,6,2,3,2774.0,2061.66,320116.03,2018-06-16,2018-11-24
PRJ-2018-004,PRJ-2018-004-SOV-06,4,4,2,2,1819.0,625.6500000000001,133448.2,2018-10-22,2019-02-09
PRJ-2018-004,PRJ-2018-004-SOV-07,4,4,2,4,66.0,191533.2725,1328193.93,2018-06-11,2019-01-15
PRJ-2018-004,PRJ-2018-004-SOV-08,4,4,1,2,150.0,43849.25,960462.3499999999,2018-06-05,2018-09-27
PRJ-2018-004,PRJ-2018-004-SOV-09,7,7,3,5,560.0,34207.811428571425,507388.82,2018-06-08,2019-02-18
PRJ-2018-004,PRJ-2018-004-SOV-10,4,4,1,3,175.0,4106.59,354301.05,2019-01-21,2019-05-01
PRJ-2018-004,PRJ-2018-004-SOV-11,4,4,1,4,278.0,660.1725,168459.93000000002,2018-10-31,2019-01-29
PRJ-2018-004,PRJ-2018-004-SOV-12,7,7,2,6,1554.0,620.1242857142857,161431.94,2018-10-07,2019-06-01
PRJ-2018-004,PRJ-2018-004-SOV-19,1,1,1,1,48.0,942.9,45259.11,2018-11-27,2018-11-27
PRJ-2018-004,PRJ-2018-004-SOV-21,1,1,1,1,25.0,2672.38,66809.45,2018-04-09,2018-04-09
PRJ-2018-004,PRJ-2018-004-SOV-23,1,1,1,1,295.0,67.03,19774.28,2018-06-26,2018-06-26
PRJ-2018-005,PRJ-2018-005-SOV-03,5,5,1,3,847.0,1388.9999999999998,302809.01999999996,2018-02-11,2018-04-21
PRJ-2018-005,PRJ-2018-005-SOV-04,3,3,1,2,239.0,1963.78,394230.44999999995,2018-02-12,2018-05-03
PRJ-2018-005,PRJ-2018-005-SOV-05,3,3,1,2,636.0,1929.9166666666667,232671.6,2018-03-01,2018-06-19
PRJ-2018-005,PRJ-2018-005-SOV-06,7,7,2,5,3222.0,679.4671428571428,182260.18000000002,2018-02-27,2018-07-28
PRJ-2018-005,PRJ-2018-005-SOV-07,5,5,2,5,48.0,45905.744,880490.9,2018-04-13,2018-07-01
PRJ-2018-005,PRJ-2018-005-SOV-08,4,4,1,3,1776.0,13857.8225,581533.69,2018-03-02,2018-07-24
PRJ-2018-005,PRJ-2018-005-SOV-09,6,6,3,4,1658.0,26997.215,437748.37,2018-03-13,2018-07-21
PRJ-2018-005,PRJ-2018-005-SOV-10,7,7,2,5,285.0,1063.0657142857142,122342.11000000002,2018-05-07,2018-09-07
PRJ-2018-005,PRJ-2018-005-SOV-11,4,4,2,4,113.0,801.785,83762.14,2018-05-16,2018-07-14
PRJ-2018-005,PRJ-2018-005-SOV-12,8,8,3,4,1416.0,557.12625,131368.37,2018-05-05,2018-09-07
PRJ-2018-006,PRJ-2018-006-SOV-03,8,8,1,5,1678.0,1152.59,308070.95,2018-04-19,2018-08-31
PRJ-2018-006,PRJ-2018-006-SOV-04,6,6,2,4,1851.0,242.08333333333334,336710.74,2018-03-11,2018-07-31
PRJ-2018-006,PRJ-2018-006-SOV-05,4,4,2,4,1793.0,1496.2175000000002,324300.39,2018-06-07,2019-01-02
PRJ-2018-006,PRJ-2018-006-SOV-06,3,3,2,2,476.0,771.6433333333333,179410.19,2018-06-24,2018-12-03
PRJ-2018-006,PRJ-2018-006-SOV-07,4,4,2,3,298.0,32006.8975,1110412.85,2018-07-06,2019-02-14
PRJ-2018-006,PRJ-2018-006-SOV-08,4,4,2,4,437.0,42592.2975,852018.63,2018-05-27,2019-01-16
PRJ-2018-006,PRJ-2018-006-SOV-09,6,6,2,4,86.0,19043.288333333334,631347.3400000001,2018-09-18,2019-02-26
PRJ-2018-006,PRJ-2018-006-SOV-10,3,3,3,2,96.0,3313.033333333333,279641.31,2018-10-04,2019-03-22
PRJ-2018-006,PRJ-2018-006-SOV-11,5,5,1,5,199.0,1435.292,176379.56,2018-10-11,2019-03-10
PRJ-2018-006,PRJ-2018-006-SOV-12,6,6,1,5,782.0,1088.2483333333334,187699.88,2018-09-22,2019-05-14
PRJ-2018-006,PRJ-2018-006-SOV-21,1,1,1,1,3.0,101533.03,304599.1,2018-12-15,2018-12-15
PRJ-2018-007,PRJ-2018-007-SOV-03,6,6,2,3,1404.0,385.09666666666664,420180.62,2018-04-18,2018-06-24
PRJ-2018-007,PRJ-2018-007-SOV-04,7,7,1,5,1177.0,2979.7000000000003,909608.12,2018-04-15,2018-07-24
PRJ-2018-007,PRJ-2018-007-SOV-05,8,8,1,5,3142.0,1477.0149999999999,603291.38,2018-06-16,2018-09-29
PRJ-2018-007,PRJ-2018-007-SOV-06,4,4,2,3,1107.0,4331.7074999999995,480063.8,2018-06-01,2018-10-12
PRJ-2018-007,PRJ-2018-007-SOV-07,7,7,1,5,526.0,61064.92142857143,1510346.6700000002,2018-05-30,2018-08-29
PRJ-2018-007,PRJ-2018-007-SOV-08,6,6,2,3,1736.0,27852.203333333327,1625841.76,2018-06-24,2018-10-18
PRJ-2018-007,PRJ-2018-007-SOV-09,3,3,3,3,736.0,79266.64,918795.98,2018-06-09,2018-07-20
PRJ-2018-007,PRJ-2018-007-SOV-10,7,7,3,5,314.0,1725.0828571428572,419308.42,2018-08-11,2018-12-08
PRJ-2018-007,PRJ-2018-007-SOV-11,8,8,1,5,414.0,1549.3725,330942.92,2018-08-06,2018-12-24
PRJ-2018-007,PRJ-2018-007-SOV-12,7,7,2,5,1686.0,2249.468571428571,326785.32999999996,2018-08-16,2018-12-01
PRJ-2018-007,PRJ-2018-007-SOV-20,1,1,1,1,69.0,1114.08,76871.61,2018-12-08,2018-12-08
PRJ-2018-007,PRJ-2018-007-SOV-21,1,1,1,1,37.0,907.44,33575.11,2018-10-18,2018-10-18
PRJ-2018-007,PRJ-2018-007-SOV-22,1,1,1,1,86.0,2783.15,239350.83,2018-07-24,2018-07-24
PRJ-2018-008,PRJ-2018-008-SOV-03,4,4,3,3,952.0,430.21250000000003,169187.43,2018-04-13,2018-11-14
PRJ-2018-008,PRJ-2018-008-SOV-04,6,6,1,4,2126.0,130.575,208821.96999999997,2018-03-14,2018-07-30
PRJ-2018-008,PRJ-2018-008-SOV-05,3,3,1,2,1840.0,126.07,200969.2,2018-07-05,2019-05-18
PRJ-2018-008,PRJ-2018-008-SOV-06,5,5,1,4,935.0,1038.8719999999998,97260.24,2018-07-27,2019-02-18
PRJ-2018-008,PRJ-2018-008-SOV-07,8,8,2,4,762.0,26784.284999999996,740214.1799999999,2018-06-11,2019-06-05
PRJ-2018-008,PRJ-2018-008-SOV-08,3,3,2,3,528.0,34449.42,343038.23,2018-12-27,2019-05-07
PRJ-2018-008,PRJ-2018-008-SOV-09,7,7,3,5,2009.0,8270.8,436246.36,2018-07-19,2019-06-09
PRJ-2018-008,PRJ-2018-008-SOV-10,5,5,3,4,201.0,1368.614,158671.26,2018-12-14,2019-04-02
PRJ-2018-008,PRJ-2018-008-SOV-11,3,3,2,2,138.0,1067.05,102982.32,2019-01-11,2019-10-27
PRJ-2018-008,PRJ-2018-008-SOV-12,3,3,2,3,427.0,1525.89,134812.37,2018-11-30,2019-09-27
PRJ-2018-008,PRJ-2018-008-SOV-21,1,1,1,1,55.0,304.87,16767.96,2019-02-04,2019-02-04
PRJ-2018-009,PRJ-2018-009-SOV-03,5,5,3,3,1377.0,2484.76,308764.86000000004,2018-04-10,2018-08-03
PRJ-2018-009,PRJ-2018-009-SOV-04,7,7,2,3,1471.0,989.9785714285715,640240.15,2018-04-16,2018-08-09
PRJ-2018-009,PRJ-2018-009-SOV-05,5,5,1,4,2864.0,4719.021999999999,397013.24,2018-05-15,2018-07-22
PRJ-2018-009,PRJ-2018-009-SOV-06,6,6,2,4,1914.0,685.9883333333333,323665.15,2018-07-08,2018-11-20
PRJ-2018-009,PRJ-2018-009-SOV-07,4,4,3,3,1926.0,113911.16,1762905.3399999999,2018-05-29,2018-10-12
PRJ-2018-009,PRJ-2018-009-SOV-08,6,6,3,3,638.0,11015.08,1019741.13,2018-05-18,2018-09-08
PRJ-2018-009,PRJ-2018-009-SOV-09,8,8,2,4,929.0,45915.48625,811987.5800000001,2018-05-11,2018-11-18
PRJ-2018-009,PRJ-2018-009-SOV-10,8,8,2,5,491.0,1037.20875,371350.08999999997,2018-09-16,2019-01-21
PRJ-2018-009,PRJ-2018-009-SOV-11,8,8,1,6,270.0,1207.8799999999999,152150.52,2018-08-11,2019-02-04
PRJ-2018-009,PRJ-2018-009-SOV-12,6,6,1,4,1530.0,245.295,215831.81,2018-08-29,2019-01-29
PRJ-2018-009,PRJ-2018-009-SOV-17,1,1,1,1,588.0,98.6,57973.88,2018-06-01,2018-06-01
PRJ-2018-009,PRJ-2018-009-SOV-19,1,1,1,1,10.0,4320.06,43200.56,2019-02-02,2019-02-02
PRJ-2018-009,PRJ-2018-009-SOV-23,1,1,1,1,21.0,1078.48,22648.0,2018-10-19,2018-10-19
PRJ-2018-010,PRJ-2018-010-SOV-03,7,7,2,4,2078.0,207.3757142857143,293298.55,2018-02-27,2018-05-10
PRJ-2018-010,PRJ-2018-010-SOV-04,3,3,1,3,136.0,6208.163333333333,631365.4199999999,2018-03-30,2018-05-08
PRJ-2018-010,PRJ-2018-010-SOV-05,7,7,2,6,2392.0,1156.2,309644.67,2018-04-12,2018-07-11
PRJ-2018-010,PRJ-2018-010-SOV-06,5,5,2,4,2905.0,541.496,259390.62,2018-04-02,2018-07-19
PRJ-2018-010,PRJ-2018-010-SOV-07,7,7,2,4,1012.0,70999.60428571429,1477727.05,2018-03-19,2018-07-12
PRJ-2018-010,PRJ-2018-010-SOV-08,5,5,1,4,564.0,83600.038,1006407.57,2018-03-14,2018-06-08
PRJ-2018-010,PRJ-2018-010-SOV-09,4,4,2,4,74.0,92996.5925,830287.88,2018-04-02,2018-05-24
PRJ-2018-010,PRJ-2018-010-SOV-10,5,5,3,5,141.0,3226.9139999999998,259483.41,2018-05-12,2018-09-05
PRJ-2018-010,PRJ-2018-010-SOV-11,8,8,1,4,239.0,946.88875,198341.35,2018-05-31,2018-08-12
PRJ-2018-010,PRJ-2018-010-SOV-12,7,7,2,3,1487.0,1007.1142857142859,231087.52,2018-05-12,2018-08-02
PRJ-2018-010,PRJ-2018-010-SOV-24,1,1,1,1,44.0,3107.74,136740.65,2018-05-24,2018-05-24
PRJ-2018-011,PRJ-2018-011-SOV-03,4,4,1,2,843.0,3953.0675,1673514.5500000003,2018-04-05,2018-06-21
PRJ-2018-011,PRJ-2018-011-SOV-04,7,7,3,4,1019.0,5004.448571428571,2251027.12,2018-03-05,2018-06-19
PRJ-2018-011,PRJ-2018-011-SOV-05,7,7,2,4,2708.0,1592.8714285714286,1566102.4500000002,2018-05-17,2018-09-16
PRJ-2018-011,PRJ-2018-011-SOV-06,7,7,2,3,909.0,2654.6957142857145,523766.89,2018-05-03,2018-08-26
PRJ-2018-011,PRJ-2018-011-SOV-07,4,4,2,4,1685.0,227064.1725,4777823.95,2018-05-14,2018-10-23
PRJ-2018-011,PRJ-2018-011-SOV-08,8,8,3,4,1588.0,84836.01000000001,3357755.95,2018-05-18,2018-09-28
PRJ-2018-011,PRJ-2018-011-SOV-09,8,8,2,4,709.0,207977.37625,3206134.6,2018-04-11,2018-10-23
PRJ-2018-011,PRJ-2018-011-SOV-10,8,8,1,5,236.0,16846.49125,1418068.98,2018-08-04,2019-01-13
PRJ-2018-011,PRJ-2018-011-SOV-11,7,7,3,4,279.0,2860.2942857142857,654951.06,2018-08-21,2019-01-08
PRJ-2018-011,PRJ-2018-011-SOV-12,7,7,2,4,1447.0,1578.9771428571426,631994.24,2018-08-24,2018-12-20
PRJ-2018-011,PRJ-2018-011-SOV-20,1,1,1,1,30.0,1732.02,51960.65,2018-11-27,2018-11-27
PRJ-2018-012,PRJ-2018-012-SOV-03,5,5,1,4,750.0,734.702,304672.97000000003,2018-03-11,2018-08-04
PRJ-2018-012,PRJ-2018-012-SOV-04,4,4,1,3,890.0,854.3025000000001,401611.74,2018-04-28,2018-08-10
PRJ-2018-012,PRJ-2018-012-SOV-05,7,7,2,5,1846.0,2459.0685714285714,253283.89,2018-06-29,2019-01-07
PRJ-2018-012,PRJ-2018-012-SOV-06,4,4,1,3,1345.0,104.3125,125494.57,2018-05-01,2018-10-25
PRJ-2018-012,PRJ-2018-012-SOV-07,4,4,2,4,1074.0,6042.585,925131.55,2018-05-02,2018-12-20
PRJ-2018-012,PRJ-2018-012-SOV-08,4,4,1,3,980.0,58383.5325,858636.23,2018-06-08,2019-01-03
PRJ-2018-012,PRJ-2018-012-SOV-09,7,7,2,4,965.0,6662.484285714286,445714.92000000004,2018-05-25,2018-12-25
PRJ-2018-012,PRJ-2018-012-SOV-10,8,8,2,5,410.0,1221.62875,246336.21000000002,2018-10-23,2019-04-21
PRJ-2018-012,PRJ-2018-012-SOV-11,8,8,2,5,401.0,530.6874999999999,138639.26,2018-09-16,2019-04-20
PRJ-2018-012,PRJ-2018-012-SOV-12,7,7,2,4,1438.0,309.4357142857143,110668.76000000001,2018-09-21,2019-01-25
PRJ-2018-012,PRJ-2018-012-SOV-17,1,1,1,1,28.0,72.65,2034.07,2018-10-08,2018-10-08
PRJ-2018-012,PRJ-2018-012-SOV-19,1,1,1,1,113.0,5102.08,576535.49,2018-09-30,2018-09-30
PRJ-2018-012,PRJ-2018-012-SOV-20,1,1,1,1,489.0,274.67,134313.06,2018-06-22,2018-06-22
PRJ-2018-013,PRJ-2018-013-SOV-03,6,6,1,4,1572.0,207.89833333333334,141135.38,2018-02-19,2018-08-02
PRJ-2018-013,PRJ-2018-013-SOV-04,6,6,3,3,1851.0,72.42,142492.57,2018-01-27,2018-07-30
PRJ-2018-013,PRJ-2018-013-SOV-05,3,3,2,3,1134.0,112.88666666666667,129975.4,2018-05-25,2018-10-07
PRJ-2018-013,PRJ-2018-013-SOV-06,7,7,3,5,4342.0,19.9,85565.1,2018-06-21,2019-01-16
PRJ-2018-013,PRJ-2018-013-SOV-07,5,5,3,4,32.0,68520.066,539915.12,2018-04-24,2019-01-05
PRJ-2018-013,PRJ-2018-013-SOV-08,8,8,3,4,1949.0,3587.22,337387.8,2018-04-06,2019-01-28
PRJ-2018-013,PRJ-2018-013-SOV-09,6,6,4,3,1068.0,15642.090000000002,237977.5,2018-04-13,2018-11-29
PRJ-2018-013,PRJ-2018-013-SOV-10,7,7,2,4,177.0,1005.5057142857144,121940.70999999999,2018-08-23,2019-03-18
PRJ-2018-013,PRJ-2018-013-SOV-11,5,5,4,4,168.0,536.816,71016.23,2018-08-24,2019-01-24
PRJ-2018-013,PRJ-2018-013-SOV-12,6,6,1,4,1296.0,105.63333333333333,66780.51999999999,2018-12-08,2019-05-14
PRJ-2018-014,PRJ-2018-014-SOV-03,6,6,3,5,1044.0,644.7633333333333,382466.01,2018-03-27,2018-07-03
PRJ-2018-014,PRJ-2018-014-SOV-04,5,5,2,3,1179.0,679.166,520886.39,2018-02-12,2018-07-01
PRJ-2018-014,PRJ-2018-014-SOV-05,8,8,4,5,2411.0,793.0537499999999,367497.84,2018-04-07,2018-09-30
PRJ-2018-014,PRJ-2018-014-SOV-06,6,6,3,4,2109.0,431.16833333333335,189897.71,2018-07-06,2018-11-07
PRJ-2018-014,PRJ-2018-014-SOV-07,3,3,3,3,6.0,303085.5266666667,1166415.3199999998,2018-05-02,2018-09-17
PRJ-2018-014,PRJ-2018-014-SOV-08,5,5,1,5,275.0,75608.538,921576.62,2018-03-31,2018-11-03
PRJ-2018-014,PRJ-2018-014-SOV-09,6,6,2,4,1379.0,17228.943333333333,703056.3099999999,2018-03-28,2018-11-02
PRJ-2018-014,PRJ-2018-014-SOV-10,4,4,1,4,133.0,2546.5249999999996,346839.13999999996,2018-07-10,2018-09-04
PRJ-2018-014,PRJ-2018-014-SOV-11,6,6,2,4,239.0,934.7933333333332,178207.74,2018-08-04,2019-01-27
PRJ-2018-014,PRJ-2018-014-SOV-12,5,5,2,5,1010.0,220.352,126967.70999999999,2018-08-06,2019-01-02
PRJ-2018-015,PRJ-2018-015-SOV-03,7,7,4,6,1556.0,930.4014285714285,690770.22,2018-04-04,2018-08-09
PRJ-2018-015,PRJ-2018-015-SOV-04,6,6,2,4,1094.0,2455.8166666666666,978760.0,2018-04-26,2018-09-06
PRJ-2018-015,PRJ-2018-015-SOV-05,3,3,2,2,992.0,4034.346666666667,514127.53,2018-05-30,2018-10-14
PRJ-2018-015,PRJ-2018-015-SOV-06,8,8,3,6,2179.0,1639.29375,575128.88,2018-06-05,2019-03-06
PRJ-2018-015,PRJ-2018-015-SOV-07,6,6,2,5,569.0,227120.39833333332,2538304.15,2018-08-03,2019-03-16
PRJ-2018-015,PRJ-2018-015-SOV-08,4,4,2,3,1224.0,50704.755,1883559.65,2018-07-03,2019-02-15
PRJ-2018-015,PRJ-2018-015-SOV-09,5,5,2,3,116.0,94277.992,1733711.0200000003,2018-09-25,2019-03-11
PRJ-2018-015,PRJ-2018-015-SOV-10,6,6,2,5,344.0,2463.5566666666664,659057.15,2018-11-23,2019-07-06
PRJ-2018-015,PRJ-2018-015-SOV-11,8,8,1,5,236.0,1462.97875,309939.82,2018-10-31,2019-06-06
PRJ-2018-015,PRJ-2018-015-SOV-12,7,7,3,4,1482.0,1475.3542857142857,395327.46,2018-12-17,2019-07-10
PRJ-2018-016,PRJ-2018-016-SOV-03,3,3,2,3,733.0,982.7633333333334,634531.47,2018-03-20,2018-07-30
PRJ-2018-016,PRJ-2018-016-SOV-04,5,5,2,4,869.0,1797.4360000000001,708525.84,2018-03-18,2018-08-15
PRJ-2018-016,PRJ-2018-016-SOV-05,3,3,1,3,719.0,9859.756666666666,773547.8,2018-10-20,2019-02-04
PRJ-2018-016,PRJ-2018-016-SOV-06,8,8,3,6,3484.0,2180.79875,484599.70000000007,2018-06-01,2019-03-28
PRJ-2018-016,PRJ-2018-016-SOV-07,4,4,1,4,814.0,140957.35250000004,1824894.94,2018-05-27,2019-02-04
PRJ-2018-016,PRJ-2018-016-SOV-08,6,6,4,3,115.0,81047.665,2119052.45,2018-06-15,2019-03-22
PRJ-2018-016,PRJ-2018-016-SOV-09,8,8,3,4,716.0,89402.65125,1242583.24,2018-09-15,2019-01-09
PRJ-2018-016,PRJ-2018-016-SOV-10,4,4,2,3,130.0,4878.12,562846.88,2018-11-30,2019-05-17
PRJ-2018-016,PRJ-2018-016-SOV-11,8,8,2,3,204.0,2147.73375,387774.81000000006,2018-11-14,2019-06-15
PRJ-2018-016,PRJ-2018-016-SOV-12,4,4,1,3,1284.0,1017.27,366129.35,2018-11-06,2019-03-13
PRJ-2018-017,PRJ-2018-017-SOV-03,8,8,4,5,475.0,2467.60125,655547.88,2018-03-25,2018-06-23
PRJ-2018-017,PRJ-2018-017-SOV-04,5,5,1,4,432.0,3802.5099999999998,899916.8899999999,2018-04-10,2018-06-14
PRJ-2018-017,PRJ-2018-017-SOV-05,5,5,4,4,1140.0,4231.0419999999995,540060.36,2018-05-17,2018-09-24
PRJ-2018-017,PRJ-2018-017-SOV-06,7,7,2,4,2497.0,1701.8614285714284,294124.7,2018-04-17,2018-07-27
PRJ-2018-017,PRJ-2018-017-SOV-07,3,3,3,2,531.0,117251.61666666665,2145539.1,2018-07-12,2018-09-12
PRJ-2018-017,PRJ-2018-017-SOV-08,3,3,1,3,838.0,111265.62666666666,1311665.6400000001,2018-06-13,2018-08-22
PRJ-2018-017,PRJ-2018-017-SOV-09,3,3,2,3,986.0,9149.623333333335,959049.37,2018-07-23,2018-08-21
PRJ-2018-017,PRJ-2018-017-SOV-10,5,5,2,5,235.0,6040.316000000001,589231.41,2018-07-07,2018-09-13
PRJ-2018-017,PRJ-2018-017-SOV-11,8,8,3,5,434.0,733.71875,243302.6,2018-08-21,2018-10-30
PRJ-2018-017,PRJ-2018-017-SOV-12,7,7,3,6,2013.0,500.2785714285714,249802.71,2018-06-29,2018-11-26
PRJ-2018-018,PRJ-2018-018-SOV-03,6,6,1,3,1955.0,270.01666666666665,236014.95,2018-07-10,2018-08-19
PRJ-2018-018,PRJ-2018-018-SOV-04,8,8,1,5,957.0,598.4237499999999,334782.23,2018-03-26,2018-09-17
PRJ-2018-018,PRJ-2018-018-SOV-05,4,4,1,3,2223.0,1044.0125,454462.77,2018-06-17,2019-03-24
PRJ-2018-018,PRJ-2018-018-SOV-06,4,4,2,3,1677.0,403.9225,192530.56999999998,2018-07-23,2019-01-09
PRJ-2018-018,PRJ-2018-018-SOV-07,7,7,3,4,1177.0,25259.91285714286,1097083.0699999998,2018-08-21,2019-02-21
PRJ-2018-018,PRJ-2018-018-SOV-08,7,7,4,4,41.0,61853.231428571446,934527.45,2018-06-24,2019-02-15
PRJ-2018-018,PRJ-2018-018-SOV-09,5,5,2,3,1513.0,22116.935999999998,670798.87,2018-07-28,2019-03-26
PRJ-2018-018,PRJ-2018-018-SOV-10,7,7,3,4,273.0,1174.7571428571428,185904.96000000002,2019-03-11,2019-08-10
PRJ-2018-018,PRJ-2018-018-SOV-11,5,5,2,4,374.0,347.916,131812.86,2018-12-28,2019-05-09
PRJ-2018-018,PRJ-2018-018-SOV-12,8,8,3,4,4067.0,77.57999999999998,225174.5,2018-11-19,2019-06-13
PRJ-2018-018,PRJ-2018-018-SOV-17,1,1,1,1,5.0,3836.55,19182.73,2019-06-30,2019-06-30
PRJ-2018-018,PRJ-2018-018-SOV-21,1,1,1,1,488.0,33.88,16533.43,2018-11-19,2018-11-19
PRJ-2018-018,PRJ-2018-018-SOV-22,1,1,1,1,100.0,837.99,83798.91,2018-06-03,2018-06-03
PRJ-2018-019,PRJ-2018-019-SOV-03,4,4,2,3,1208.0,709.1049999999999,433511.61,2018-04-18,2019-02-08
PRJ-2018-019,PRJ-2018-019-SOV-04,8,8,2,6,1440.0,816.8225,519221.14,2018-06-05,2019-03-01
PRJ-2018-019,PRJ-2018-019-SOV-05,5,5,2,5,1909.0,2953.0720000000006,654113.88,2018-11-23,2019-08-14
PRJ-2018-019,PRJ-2018-019-SOV-06,5,5,3,5,689.0,1459.264,288569.42000000004,2018-12-17,2019-06-21
PRJ-2018-019,PRJ-2018-019-SOV-07,3,3,1,3,81.0,34776.096666666665,2501503.92,2019-05-24,2019-09-30
PRJ-2018-019,PRJ-2018-019-SOV-08,4,4,2,4,259.0,117883.79,1955336.8399999999,2018-10-12,2019-10-31
PRJ-2018-019,PRJ-2018-019-SOV-09,3,3,2,2,799.0,44888.54333333334,1206004.35,2018-08-21,2019-10-07
PRJ-2018-019,PRJ-2018-019-SOV-10,5,5,3,3,177.0,4321.7,793249.8899999999,2019-03-11,2019-09-23
PRJ-2018-019,PRJ-2018-019-SOV-11,6,6,3,4,193.0,1398.415,253678.76999999996,2019-04-07,2020-04-01
PRJ-2018-019,PRJ-2018-019-SOV-12,4,4,3,3,764.0,1278.0075,240785.47,2019-06-12,2019-12-25
PRJ-2018-019,PRJ-2018-019-SOV-19,1,1,1,1,31.0,2065.89,64042.69,2018-10-07,2018-10-07
