project_id,week_start,total_cost,week_change,pct_change
PRJ-2023-385,2024-02-12,96635.95999999999,21487.65000000001,0.28593656996411515
PRJ-2023-385,2024-02-19,288883.77999999997,192247.81999999998,1.9894024957169152
PRJ-2023-385,2024-02-26,72970.99999999999,-215912.77999999997,-0.7474036098530696
PRJ-2023-385,2024-03-04,30929.62999999999,-42041.369999999995,-0.5761380548437051
PRJ-2023-385,2024-03-11,29018.33999999999,-1911.2900000000009,-0.06179479030302016
PRJ-2023-385,2024-03-18,151316.38999999998,122298.04999999999,4.214508824419316
PRJ-2023-385,2024-03-25,137184.37999999998,-14132.01000000001,-0.0933937823919802
PRJ-2023-385,2024-04-01,29114.409999999996,-108069.96999999997,-0.7877716836275382
PRJ-2023-385,2024-04-08,34877.05999999998,5762.649999999987,0.1979311962701627
PRJ-2023-385,2024-04-15,35587.49999999998,710.439999999995,0.020369836218993097
PRJ-2023-385,2024-04-22,22599.439999999995,-12988.059999999983,-0.3649612925886896
PRJ-2023-385,2024-04-29,28079.75999999999,5480.319999999996,0.24249804419932516
PRJ-2023-385,2024-05-06,129042.36,100962.6,3.5955649193582864
PRJ-2023-385,2024-05-13,18595.219999999994,-110447.14000000001,-0.8558983267200012
PRJ-2023-385,2024-05-20,18934.25,339.0300000000061,0.018232104809731007
PRJ-2023-385,2024-05-27,14861.300000000001,-4072.949999999999,-0.21511018392595424
PRJ-2023-385,2024-06-03,55268.409999999996,40407.10999999999,2.7189485442054186
PRJ-2023-385,2024-06-10,30444.100000000006,-24824.30999999999,-0.44915911277346304
PRJ-2023-385,2024-06-17,115196.36,84752.26,2.783864853945427
PRJ-2023-385,2024-06-24,21263.569999999996,-93932.79000000001,-0.8154145669186076
PRJ-2023-385,2024-07-01,29498.9,8235.330000000005,0.38729761747439434
PRJ-2023-385,2024-07-08,58854.85,29355.949999999997,0.9951540565919406
PRJ-2023-385,2024-07-15,19202.719999999998,-39652.130000000005,-0.6737274838012501
PRJ-2023-385,2024-07-22,14774.470000000001,-4428.249999999996,-0.2306053517418364
PRJ-2023-385,2024-07-29,13682.120000000003,-1092.3499999999985,-0.07393497025612414
PRJ-2023-385,2024-08-05,18387.179999999997,4705.059999999994,0.3438838425624094
PRJ-2023-385,2024-08-12,17163.280000000002,-1223.8999999999942,-0.06656268117242527
PRJ-2023-385,2024-08-19,18568.52,1405.239999999998,0.08187479316307826
PRJ-2023-385,2024-08-26,20156.889999999996,1588.3699999999953,0.08554101242317617
PRJ-2023-385,2024-09-02,19842.34,-314.54999999999563,-0.015605085903628768
PRJ-2023-385,2024-09-09,12892.7,-6949.639999999999,-0.3502429652954238
PRJ-2023-385,2024-09-16,17123.219999999998,4230.519999999997,0.32813297447392686
PRJ-2023-385,2024-09-23,14325.030000000002,-2798.189999999995,-0.16341494181584978
PRJ-2023-385,2024-09-30,16545.5,2220.4699999999975,0.155006307142114
PRJ-2023-385,2024-10-07,18375.1,1829.5999999999985,0.1105799159892417
PRJ-2023-389,2023-03-20,11368.48,,
PRJ-2023-389,2023-03-27,14327.390000000001,2958.9100000000017,0.2602731411763052
PRJ-2023-389,2023-04-03,434112.11999999994,419784.7299999999,29.29945579760165
PRJ-2023-389,2023-04-10,165730.71,-268381.4099999999,-0.6182306312940536
PRJ-2023-389,2023-04-17,66724.35999999999,-99006.35,-0.597392903222342
PRJ-2023-389,2023-04-24,636494.28,569769.92,8.539159011791199
PRJ-2023-389,2023-05-01,150907.65999999997,-485586.62000000005,-0.7629080657252726
PRJ-2023-389,2023-05-08,544451.97,393544.31,2.607848468394514
PRJ-2023-389,2023-05-15,1002460.94,458008.97,0.8412293374565253
PRJ-2023-389,2023-05-22,163429.63,-839031.3099999999,-0.8369715731767065
PRJ-2023-389,2023-05-29,1040864.26,877434.63,5.368883414837321
PRJ-2023-389,2023-06-05,428159.64,-612704.62,-0.5886498783232311
PRJ-2023-389,2023-06-12,628851.37,200691.72999999998,0.4687310789031866
PRJ-2023-389,2023-06-19,57680.19999999998,-571171.17,-0.9082768953814954
PRJ-2023-389,2023-06-26,741600.6599999999,683920.46,11.857109718759647
PRJ-2023-389,2023-07-03,582887.94,-158712.71999999997,-0.21401372539231558
PRJ-2023-389,2023-07-10,105006.65,-477881.2899999999,-0.8198510506153206
PRJ-2023-389,2023-07-17,44030.65999999998,-60975.99000000001,-0.5806869374463428
PRJ-2023-389,2023-07-24,54163.64,10132.980000000018,0.23013463799997597
PRJ-2023-389,2023-07-31,362393.67,308230.02999999997,5.690718533687913
PRJ-2023-389,2023-08-07,148958.97,-213434.69999999998,-0.5889581349475558
PRJ-2023-389,2023-08-14,16591.850000000002,-132367.12,-0.8886146299212461
PRJ-2023-389,2023-08-21,32056.520000000004,15464.670000000002,0.9320642363570066
PRJ-2023-389,2023-08-28,17026.690000000002,-15029.830000000002,-0.46885407399181195
PRJ-2023-389,2023-09-04,21772.86,4746.169999999998,0.2787488349174148
PRJ-2023-389,2023-09-11,16325.770000000002,-5447.089999999998,-0.2501779738628732
PRJ-2023-389,2023-09-18,7593.439999999999,-8732.330000000004,-0.5348801312281137
PRJ-2023-396,2023-03-27,6112.33,,
PRJ-2023-396,2023-04-03,16205.530000000002,10093.200000000003,1.6512851891177347
PRJ-2023-396,2023-04-10,321669.15,305463.62,18.849344637293562
PRJ-2023-396,2023-04-17,11451.52,-310217.63,-0.9643996945308556
PRJ-2023-396,2023-04-24,283650.85000000003,272199.33,23.769711793718216
PRJ-2023-396,2023-05-01,13094.32,-270556.53,-0.9538364859474244
PRJ-2023-396,2023-05-08,216083.31999999998,202988.99999999997,15.50206501750377
PRJ-2023-396,2023-05-15,325464.24,109380.92000000001,0.5061978870002554
PRJ-2023-396,2023-05-22,260673.59999999998,-64790.640000000014,-0.19907145559217201
PRJ-2023-396,2023-05-29,206501.07,-54172.52999999997,-0.2078174774890897
PRJ-2023-396,2023-06-05,27871.439999999995,-178629.63,-0.8650300456070276
PRJ-2023-396,2023-06-12,292135.23,264263.79,9.481526250527423
PRJ-2023-396,2023-06-19,588599.01,296463.78,1.0148169394016602
PRJ-2023-396,2023-06-26,35171.1,-553427.91,-0.9402460768664902
PRJ-2023-396,2023-07-03,550296.85,515125.75,14.646279189448155
PRJ-2023-396,2023-07-10,129008.20999999999,-421288.64,-0.7655661485251097
PRJ-2023-396,2023-07-17,31815.44999999999,-97192.76000000001,-0.7533843001154734
PRJ-2023-396,2023-07-24,155312.81999999998,123497.37,3.8816791841699563
PRJ-2023-396,2023-07-31,459378.24,304065.42000000004,1.957761245980854
PRJ-2023-396,2023-08-07,212446.24999999997,-246931.99000000002,-0.5375352345814204
PRJ-2023-396,2023-08-14,34366.86999999999,-178079.37999999998,-0.8382326353136381
PRJ-2023-396,2023-08-21,1592424.98,1558058.11,45.33604922415107
PRJ-2023-396,2023-08-28,494762.92000000004,-1097662.06,-0.6893022112727722
PRJ-2023-396,2023-09-04,397114.43999999994,-97648.4800000001,-0.19736418404192474
PRJ-2023-396,2023-09-11,315254.73,-81859.70999999996,-0.20613632181191893
PRJ-2023-396,2023-09-18,29578.559999999998,-285676.17,-0.9061756821222
PRJ-2023-396,2023-09-25,475595.08,446016.52,15.079047796782536
PRJ-2023-396,2023-10-02,672533.2499999999,196938.16999999987,0.414087904357631
PRJ-2023-396,2023-10-09,321062.91,-351470.3399999999,-0.5226066369209255
PRJ-2023-396,2023-10-16,113115.22,-207947.68999999997,-0.6476851841902261
PRJ-2023-396,2023-10-23,221545.31,108430.09,0.9585809053812564
PRJ-2023-396,2023-10-30,134335.16,-87210.15,-0.393644758266379
PRJ-2023-396,2023-11-06,108209.70999999999,-26125.45000000001,-0.194479613527836
PRJ-2023-396,2023-11-13,541880.11,433670.4,4.007684707777149
PRJ-2023-396,2023-11-20,342353.77,-199526.33999999997,-0.36821122664937816
PRJ-2023-396,2023-11-27,31908.929999999986,-310444.84,-0.9067954472941835
PRJ-2023-396,2023-12-04,32254.15999999998,345.2299999999959,0.01081922834767559
PRJ-2023-396,2023-12-11,48389.74,16135.580000000016,0.5002635318979017
PRJ-2023-396,2023-12-18,156840.62,108450.88,2.241195757613081
PRJ-2023-396,2023-12-25,50182.45,-106658.17,-0.6800417519390066
PRJ-2023-396,2024-01-01,18412.04,-31770.409999999996,-0.6330980253056596
PRJ-2023-396,2024-01-08,15108.08,-3303.960000000001,-0.1794456236245414
PRJ-2023-396,2024-01-15,205112.4,190004.32,12.576337959555417
PRJ-2023-396,2024-01-22,16661.300000000003,-188451.09999999998,-0.9187699037210816
PRJ-2023-396,2024-01-29,18521.28,1859.979999999996,0.11163474638833679
PRJ-2023-396,2024-02-05,18406.049999999996,-115.2300000000032,-0.006221492251075693
PRJ-2023-396,2024-02-12,20214.449999999997,1808.4000000000015,0.09825030356866367
PRJ-2023-396,2024-02-19,18349.75,-1864.699999999997,-0.09224589340793331
PRJ-2023-396,2024-02-26,14501.280000000002,-3848.4699999999975,-0.20972874289840449
PRJ-2023-382,2023-10-02,133875.15,102500.59000000001,3.2669968917492413
PRJ-2023-382,2023-10-09,515719.83999999997,381844.68999999994,2.8522447220413945
PRJ-2023-382,2023-10-16,26921.10999999999,-488798.73,-0.947798963871547
PRJ-2023-382,2023-10-23,143233.0,116311.89000000001,4.320471555593364
PRJ-2023-382,2023-10-30,229500.8,86267.79999999999,0.602289975075576
PRJ-2023-382,2023-11-06,42594.03999999999,-186906.76,-0.8144057014180344
PRJ-2023-382,2023-11-13,127510.15,84916.11,1.9936148343758895
PRJ-2023-382,2023-11-20,112545.06,-14965.089999999997,-0.1173639118140791
PRJ-2023-382,2023-11-27,52147.36999999999,-60397.69000000001,-0.5366534079772138
PRJ-2023-382,2023-12-04,118716.62999999999,66569.26000000001,1.276560256058935
PRJ-2023-382,2023-12-11,300355.18,181638.55,1.5300177405642328
PRJ-2023-382,2023-12-18,37272.16999999998,-263083.01,-0.8759063519397269
PRJ-2023-382,2023-12-25,45057.28999999998,7785.120000000003,0.20887219606478527
PRJ-2023-382,2024-01-01,48095.47999999999,3038.1900000000096,0.06742948810281335
PRJ-2023-382,2024-01-08,30390.62999999999,-17704.85,-0.36811879203617476
PRJ-2023-382,2024-01-15,345359.51,314968.88,10.364012855278094
PRJ-2023-382,2024-01-22,27491.45999999999,-317868.05000000005,-0.9203975590537525
PRJ-2023-382,2024-01-29,29372.319999999996,1880.8600000000079,0.06841615541699163
PRJ-2023-382,2024-02-05,298068.24,268695.92,9.147929751548396
PRJ-2023-382,2024-02-12,58201.68999999999,-239866.55,-0.8047370293460316
PRJ-2023-382,2024-02-19,181207.88999999998,123006.2,2.11344722120612
PRJ-2023-382,2024-02-26,89622.37999999999,-91585.51,-0.5054167895227962
PRJ-2023-382,2024-03-04,30336.33000000001,-59286.04999999998,-0.661509435478058
PRJ-2023-382,2024-03-11,89287.73,58951.39999999999,1.9432607701722644
PRJ-2023-382,2024-03-18,31362.560000000005,-57925.16999999999,-0.648747257881906
PRJ-2023-382,2024-03-25,30872.269999999986,-490.29000000001906,-0.01563297128805872
PRJ-2023-382,2024-04-01,35471.06,4598.790000000012,0.1489618353298936
PRJ-2023-382,2024-04-08,94607.61000000002,59136.55000000002,1.6671774116702467
PRJ-2023-382,2024-04-15,81695.04000000001,-12912.570000000007,-0.13648553218921824
PRJ-2023-382,2024-04-22,19793.899999999998,-61901.140000000014,-0.7577098927915331
PRJ-2023-382,2024-04-29,20129.039999999997,335.1399999999994,0.01693147888996102
PRJ-2023-382,2024-05-06,15438.330000000002,-4690.7099999999955,-0.23303197768000838
PRJ-2023-382,2024-05-13,39605.71,24167.379999999997,1.5654141348189858
PRJ-2023-382,2024-05-20,43100.68000000001,3494.9700000000084,0.08824409409653326
PRJ-2023-382,2024-05-27,15227.2,-27873.480000000007,-0.6467062700634886
PRJ-2023-382,2024-06-03,15650.279999999999,423.0799999999981,0.02778449091100124
PRJ-2023-382,2024-06-10,16009.450000000004,359.17000000000553,0.022949749141868744
PRJ-2023-382,2024-06-17,18315.739999999998,2306.2899999999936,0.1440580407196995
PRJ-2023-382,2024-06-24,17223.76,-1091.9799999999996,-0.059619758743026476
PRJ-2023-382,2024-07-01,20522.33,3298.5700000000033,0.1915127707306653
PRJ-2023-382,2024-07-08,16263.670000000006,-4258.659999999996,-0.20751347434721085
PRJ-2023-382,2024-07-15,18920.14,2656.469999999994,0.16333767224740744
PRJ-2023-382,2024-07-22,18952.3,32.159999999999854,0.001699776005885784
PRJ-2023-382,2024-07-29,15797.250000000002,-3155.0499999999975,-0.16647319850361156
PRJ-2023-400,2023-02-27,13221.820000000002,,
PRJ-2023-400,2023-03-06,10095.199999999997,-3126.6200000000044,-0.23647425241003162
PRJ-2023-400,2023-03-13,15646.210000000003,5551.010000000006,0.5498662730802765
PRJ-2023-400,2023-03-20,12825.140000000001,-2821.0700000000015,-0.18030372850677584
PRJ-2023-400,2023-03-27,10800.64,-2024.5000000000018,-0.1578540273244582
PRJ-2023-400,2023-04-03,243802.50999999998,233001.87,21.572968824069687
PRJ-2023-400,2023-04-10,10893.820000000002,-232908.68999999997,-0.955317030985448
PRJ-2023-400,2023-04-17,61709.11,50815.29,4.664597909640511
PRJ-2023-400,2023-04-24,141928.55,80219.43999999999,1.2999610592342037
PRJ-2023-400,2023-05-01,120565.67,-21362.87999999999,-0.1505185531734101
PRJ-2023-400,2023-05-08,276800.24999999994,156234.57999999996,1.2958463217597511
PRJ-2023-400,2023-05-15,457891.42999999993,181091.18,0.6542305507310778
PRJ-2023-400,2023-05-22,369424.89,-88466.53999999992,-0.19320418379527202
PRJ-2023-400,2023-05-29,161844.12,-207580.77000000002,-0.5619025020214529
PRJ-2023-400,2023-06-05,31885.159999999993,-129958.96,-0.8029884558054998
PRJ-2023-400,2023-06-12,82078.67999999998,50193.51999999999,1.5741968991217232
PRJ-2023-400,2023-06-19,74569.93,-7508.749999999985,-0.0914823435269669
PRJ-2023-400,2023-06-26,24143.809999999998,-50426.119999999995,-0.6762259264558784
PRJ-2023-400,2023-07-03,104532.95999999999,80389.15,3.3295966957990477
PRJ-2023-400,2023-07-10,136783.87,32250.910000000003,0.30852383784023724
PRJ-2023-400,2023-07-17,31551.579999999994,-105232.29000000001,-0.7693325974765886
PRJ-2023-400,2023-07-24,231792.64999999997,200241.06999999998,6.346467276757615
PRJ-2023-400,2023-07-31,134911.8,-96880.84999999998,-0.4179634255011968
PRJ-2023-400,2023-08-07,415195.87999999995,280284.07999999996,2.077535693690248
PRJ-2023-400,2023-08-14,49931.12999999999,-365264.74999999994,-0.8797407864451834
PRJ-2023-400,2023-08-21,99428.81999999999,49497.69,0.9913192431254813
PRJ-2023-400,2023-08-28,376098.88999999996,276670.06999999995,2.7825943222498264
PRJ-2023-400,2023-09-04,256335.90000000002,-119762.98999999993,-0.31843484036871245
PRJ-2023-400,2023-09-11,241727.99,-14607.910000000033,-0.05698737476880933
PRJ-2023-400,2023-09-18,123738.09999999999,-117989.89,-0.48811016878930735
PRJ-2023-400,2023-09-25,50090.139999999985,-73647.96,-0.5951922649531551
PRJ-2023-400,2023-10-02,107053.57999999999,56963.44,1.137218622267776
PRJ-2023-400,2023-10-09,29909.579999999994,-77144.0,-0.7206111182830132
PRJ-2023-400,2023-10-16,24871.689999999995,-5037.889999999999,-0.1684373367997812
PRJ-2023-400,2023-10-23,384426.49,359554.8,14.45638796559462
PRJ-2023-400,2023-10-30,73905.06,-310521.43,-0.8077524262180787
PRJ-2023-400,2023-11-06,123926.13999999998,50021.07999999999,0.6768288937185084
PRJ-2023-400,2023-11-13,24415.299999999992,-99510.84,-0.8029850683641079
PRJ-2023-400,2023-11-20,25548.55999999999,1133.2599999999984,0.04641597686696452
PRJ-2023-400,2023-11-27,21218.379999999997,-4330.179999999993,-0.16948822164536845
PRJ-2023-400,2023-12-04,91373.56999999999,70155.19,3.3063405406067763
PRJ-2023-400,2023-12-11,19454.37,-71919.2,-0.7870897459735896
PRJ-2023-400,2023-12-18,20821.43,1367.0600000000013,0.0702700729964528
PRJ-2023-400,2023-12-25,16942.480000000003,-3878.949999999997,-0.1862960421066179
PRJ-2023-400,2024-01-01,54511.22,37568.74,2.2174286172980575
PRJ-2023-400,2024-01-08,19380.009999999995,-35131.21000000001,-0.6444766783792402
PRJ-2023-400,2024-01-15,13583.710000000001,-5796.299999999994,-0.2990865329790849
PRJ-2023-400,2024-01-22,16070.590000000002,2486.880000000001,0.1830781134167323
PRJ-2023-400,2024-01-29,15543.980000000001,-526.6100000000006,-0.03276855423478544
PRJ-2023-400,2024-02-05,16243.280000000002,699.3000000000011,0.044988477854449184
PRJ-2023-400,2024-02-12,17477.440000000002,1234.1599999999999,0.07597972823222894
PRJ-2023-400,2024-02-19,21142.80999999999,3665.369999999988,0.20972007342036292
PRJ-2023-400,2024-02-26,14804.259999999998,-6338.549999999992,-0.29979695224996084
PRJ-2021-296,2021-08-16,1220156.98,1086670.29,8.140663986798986
PRJ-2021-296,2021-08-23,29002.669999999984,-1191154.31,-0.9762303781600299
PRJ-2021-296,2021-08-30,852511.97,823509.3,28.39425818381551
PRJ-2021-296,2021-09-06,35533.499999999985,-816978.47,-0.9583190603177103
PRJ-2021-296,2021-09-13,22297.78,-13235.719999999987,-0.372485682524941
PRJ-2021-296,2021-09-20,2559722.68,2537424.9000000004,113.79719864488754
PRJ-2021-296,2021-09-27,140546.83,-2419175.85,-0.9450929465531008
PRJ-2021-296,2021-10-04,30045.059999999998,-110501.76999999999,-0.7862274090422388
PRJ-2021-296,2021-10-11,28972.079999999987,-1072.9800000000105,-0.03571236003522744
PRJ-2021-296,2021-10-18,916197.39,887225.31,30.623459206242714
PRJ-2021-296,2021-10-25,552848.48,-363348.91000000003,-0.3965836554063967
PRJ-2021-296,2021-11-01,136545.20999999996,-416303.27,-0.7530151299321652
PRJ-2021-296,2021-11-08,33514.70999999999,-103030.49999999997,-0.7545522834524917
PRJ-2021-296,2021-11-15,1255116.1700000002,1221601.4600000002,36.44970999301502
PRJ-2021-296,2021-11-22,79858.0,-1175258.1700000002,-0.9363740170760448
PRJ-2021-296,2021-11-29,66283.01999999999,-13574.98000000001,-0.16998898044028163
PRJ-2021-296,2021-12-06,604134.59,537851.57,8.114469889875267
PRJ-2021-296,2021-12-13,795334.6,191200.01,0.3164857850632258
PRJ-2021-296,2021-12-20,32141.449999999983,-763193.15,-0.9595875119729483
PRJ-2021-296,2021-12-27,26731.329999999994,-5410.119999999988,-0.16832221321688945
PRJ-2021-296,2022-01-03,31067.029999999984,4335.69999999999,0.16219544631711144
PRJ-2021-296,2022-01-10,965686.5299999999,934619.4999999999,30.083966829143318
PRJ-2021-296,2022-01-17,187722.19999999998,-777964.33,-0.8056075194504371
PRJ-2021-296,2022-01-24,171623.70999999996,-16098.49000000002,-0.08575698558827896
PRJ-2021-296,2022-01-31,1277728.8499999999,1106105.14,6.44494365026837
PRJ-2021-296,2022-02-07,33568.76999999999,-1244160.0799999998,-0.9737277826981836
PRJ-2021-296,2022-02-14,932619.1599999999,899050.3899999999,26.782345316792966
PRJ-2021-296,2022-02-21,2545879.63,1613260.47,1.729816991964866
PRJ-2021-296,2022-02-28,25569.429999999993,-2520310.1999999997,-0.9899565440177546
PRJ-2021-296,2022-03-07,35561.439999999995,9992.010000000002,0.39077953634476814
PRJ-2021-296,2022-03-14,30655.899999999994,-4905.540000000001,-0.13794548252264255
PRJ-2021-296,2022-03-21,22705.279999999995,-7950.619999999999,-0.25935040236952756
PRJ-2021-296,2022-03-28,152923.27,130217.98999999999,5.7351413415734145
PRJ-2021-296,2022-04-04,24406.229999999992,-128517.04,-0.8404021180033621
PRJ-2021-296,2022-04-11,35092.09999999999,10685.869999999999,0.4378337006575781
PRJ-2021-296,2022-04-18,66504.16999999998,31412.069999999992,0.8951322377401182
PRJ-2021-296,2022-04-25,34371.88999999999,-32132.27999999999,-0.4831618829315515
PRJ-2021-296,2022-05-02,22511.96,-11859.929999999993,-0.34504736283049886
PRJ-2021-296,2022-05-09,18082.57,-4429.389999999999,-0.19675719040012507
PRJ-2021-296,2022-05-16,20633.38,2550.8100000000013,0.14106457212663914
PRJ-2021-296,2022-05-23,172109.94,151476.56,7.341335253845952
PRJ-2021-296,2022-05-30,138331.21,-33778.73000000001,-0.19626251685405277
PRJ-2021-296,2022-06-06,19648.059999999998,-118683.15,-0.8579636511529105
PRJ-2021-296,2022-06-13,18366.88,-1281.1799999999967,-0.06520643768392385
PRJ-2021-296,2022-06-20,169121.49,150754.61,8.207959653463188
PRJ-2021-296,2022-06-27,20122.559999999998,-148998.93,-0.881017131530712
PRJ-2021-296,2022-07-04,715213.42,695090.8600000001,34.542864327401695
PRJ-2021-296,2022-07-11,34238.6,-680974.8200000001,-0.9521281354032759
PRJ-2021-296,2022-07-18,21413.11999999999,-12825.480000000007,-0.37459125081048894
PRJ-2021-296,2022-07-25,15374.570000000002,-6038.54999999999,-0.28200234248909045
PRJ-2021-296,2022-08-01,18255.020000000004,2880.4500000000025,0.18735158121495446
PRJ-2021-296,2022-08-08,16300.490000000002,-1954.5300000000025,-0.10706808319026777
PRJ-2021-296,2022-08-15,17267.140000000003,966.6500000000015,0.059301898286493314
PRJ-2021-296,2022-08-22,14867.480000000001,-2399.6600000000017,-0.13897263820181
PRJ-2021-296,2022-08-29,20214.78,5347.299999999997,0.35966417980720317
PRJ-2021-296,2022-09-05,17428.25,-2786.529999999999,-0.13784616998057853
PRJ-2021-296,2022-09-12,20624.61999999999,3196.3699999999917,0.18340166109620826
PRJ-2021-296,2022-09-19,21452.949999999997,828.3300000000054,0.040162194503462645
PRJ-2021-296,2022-09-26,17877.5,-3575.449999999997,-0.16666472443183794
PRJ-2021-296,2022-10-03,10274.380000000001,-7603.119999999999,-0.4252898895259404
PRJ-2021-320,2021-01-25,16929.57,,
PRJ-2021-320,2021-02-01,10154.91,-6774.66,-0.40016728127176293
PRJ-2021-320,2021-02-08,279564.27999999997,269409.37,26.529961368441473
PRJ-2021-320,2021-02-15,214681.48,-64882.79999999996,-0.23208544381993282
PRJ-2021-320,2021-02-22,12125.16,-202556.32,-0.9435202328584654
PRJ-2021-320,2021-03-01,8964.720000000001,-3160.4399999999987,-0.26065140583711877
PRJ-2021-320,2021-03-08,11641.779999999999,2677.0599999999977,0.29862170820728334
PRJ-2021-320,2021-03-15,9506.58,-2135.199999999999,-0.18340837913102628
PRJ-2021-320,2021-03-22,14918.570000000003,5411.990000000003,0.5692888504593664
PRJ-2021-320,2021-03-29,9860.4,-5058.170000000004,-0.3390519332617002
PRJ-2021-320,2021-04-05,13653.759999999998,3793.3599999999988,0.3847065027787918
PRJ-2021-320,2021-04-12,12687.68,-966.0799999999981,-0.07075560138745651
PRJ-2021-320,2021-04-19,10497.640000000001,-2190.039999999999,-0.17261154127468528
PRJ-2021-320,2021-04-26,13250.08,2752.4399999999987,0.2621960745462788
PRJ-2021-320,2021-05-03,14669.440000000002,1419.3600000000024,0.10712086266648975
PRJ-2021-320,2021-05-10,205085.93999999997,190416.49999999997,12.980488689411454
PRJ-2021-320,2021-05-17,12146.000000000004,-192939.93999999997,-0.9407760473487359
PRJ-2021-320,2021-05-24,16182.7,4036.699999999997,0.33234809813930477
PRJ-2021-320,2021-05-31,29987.559999999987,13804.859999999986,0.8530628387104738
PRJ-2021-320,2021-06-07,107222.21999999997,77234.65999999999,2.575556664163407
PRJ-2021-320,2021-06-14,45379.14999999998,-61843.06999999999,-0.5767747580678707
PRJ-2021-320,2021-06-21,191559.68,146180.53000000003,3.2213148549499073
PRJ-2021-320,2021-06-28,45834.79999999998,-145724.88,-0.7607283536911317
PRJ-2021-320,2021-07-05,41113.819999999985,-4720.979999999996,-0.10299990400307185
PRJ-2021-320,2021-07-12,203515.60999999993,162401.78999999995,3.950053534310361
PRJ-2021-320,2021-07-19,56004.50999999997,-147511.09999999995,-0.7248146714642675
PRJ-2021-320,2021-07-26,46435.52999999997,-9568.980000000003,-0.17086088245393108
PRJ-2021-320,2021-08-02,36363.43999999999,-10072.089999999982,-0.21690481405079232
PRJ-2021-320,2021-08-09,132231.68,95868.24,2.636390836510518
PRJ-2021-320,2021-08-16,202249.25,70017.57,0.5295067717509149
PRJ-2021-320,2021-08-23,45621.84999999997,-156627.40000000002,-0.7744275936746368
PRJ-2021-320,2021-08-30,45626.789999999964,4.939999999995052,0.00010828144847249849
PRJ-2021-320,2021-09-06,142008.99999999997,96382.21,2.1124039188380355
PRJ-2021-320,2021-09-13,254562.65999999997,112553.66,0.7925811744326066
PRJ-2021-320,2021-09-20,56973.87999999996,-197588.78000000003,-0.7761891708705434
PRJ-2021-320,2021-09-27,42532.20999999997,-14441.669999999991,-0.2534787871213967
PRJ-2021-320,2021-10-04,464481.3299999999,421949.11999999994,9.920695867908115
PRJ-2021-320,2021-10-11,36730.24999999998,-427751.0799999999,-0.920922009933101
PRJ-2021-320,2021-10-18,50774.10999999997,14043.859999999993,0.3823513316680393
